# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   col17   col18   wmin   Starflag  
  EDCSNJ1103444-1245353   11.06234    -12.759812   25.704   25.222   24.909   25.32    24.707   24.285   24.937   24.223   23.786   1       1       1       0.71    0.95    0.9     1.0    0         
  EDCSNJ1103444-1248088   11.062341   -12.802442   24.941   24.769   24.469   24.785   24.524   24.289   24.791   24.418   24.116   0       0       0       0.94    0.96    0.97    0.5    0         
  EDCSNJ1103444-1245153   11.062332   -12.754254   24.63    23.326   21.877   24.415   22.978   21.547   24.468   22.907   21.465   0       0       0       0.8     0.66    0.97    0.99   0         
  EDCSNJ1103444-1242310   11.062328   -12.70862    26.865   99.0     25.963   27.95    99.0     25.531   99.0     99.0     26.378   0       0       0       0.48    0.36    0.48    0.27   0         
  EDCSNJ1103444-1247230   11.062332   -12.789734   26.948   26.335   25.422   28.746   27.643   25.584   26.877   27.695   25.908   0       0       0       0.39    0.59    0.64    0.71   0         
  EDCSNJ1103444-1244582   11.06233    -12.749497   26.374   25.742   24.99    25.858   25.197   24.334   25.637   25.029   24.089   0       0       0       0.4     0.89    0.77    0.99   0         
  EDCSNJ1103444-1243537   11.062328   -12.731582   26.064   25.251   24.67    26.006   25.071   24.592   26.145   25.058   24.266   0       0       0       0.6     0.81    0.94    0.89   0         
  EDCSNJ1103444-1249232   11.062332   -12.823119   25.709   25.249   24.566   25.546   25.079   24.522   25.084   25.044   24.505   0       0       0       0.69    0.96    0.93    0.01   0         
  EDCSNJ1103444-1245215   11.062328   -12.755984   24.712   24.319   23.767   24.262   23.865   23.285   24.141   23.759   23.084   3       3       3       0.14    0.4     0.83    0.99   0         
  EDCSNJ1103444-1246422   11.062328   -12.778399   25.877   25.648   25.555   25.824   25.534   25.329   25.588   25.63    25.124   0       0       0       0.55    0.78    0.49    0.99   0         
  EDCSNJ1103444-1243556   11.062324   -12.732102   26.578   25.967   24.98    26.171   25.482   24.496   25.624   24.73    24.075   0       0       0       0.4     0.85    0.92    0.9    0         
  EDCSNJ1103444-1244332   11.062322   -12.742552   26.928   26.6     25.495   26.126   26.094   24.841   26.089   25.48    24.482   0       0       0       0.47    0.52    0.52    1.0    0         
  EDCSNJ1103444-1248227   11.062321   -12.806313   24.734   24.227   23.508   24.322   23.837   23.167   24.158   23.68    23.128   3       3       3       0.02    0.06    0.55    0.36   0         
  EDCSNJ1103443-1245373   11.062319   -12.760375   26.194   25.396   24.87    25.878   24.945   24.531   25.285   24.408   23.979   0       0       0       0.7     0.95    0.91    0.99   0         
  EDCSNJ1103443-1242348   11.062315   -12.709674   24.95    24.648   24.13    24.917   24.603   23.806   25.314   24.88    23.606   0       0       0       0.97    0.98    0.98    0.31   0         
  EDCSNJ1103443-1247363   11.062316   -12.793409   26.622   25.981   25.554   26.593   25.716   25.407   99.0     25.713   25.317   0       0       0       0.36    0.54    0.44    0.59   0         
  EDCSNJ1103443-1245094   11.062315   -12.752609   25.593   24.945   24.144   24.821   24.237   23.465   24.404   23.724   23.13    3       3       3       0.0     0.01    0.02    0.99   0         
  EDCSNJ1103443-1242416   11.062305   -12.711544   26.096   25.698   25.274   26.131   25.364   24.942   26.553   25.358   24.989   0       0       0       0.55    0.86    0.56    0.38   0         
  EDCSNJ1103443-1245218   11.062308   -12.756068   24.822   24.502   23.968   24.519   24.281   23.603   24.236   23.957   23.333   3       3       3       0.94    0.95    0.96    0.99   0         
  EDCSNJ1103443-1246133   11.062308   -12.770357   26.384   25.981   25.693   26.214   25.902   25.483   26.174   25.841   25.06    0       0       0       0.35    0.58    0.5     0.99   0         
  EDCSNJ1103443-1244538   11.062304   -12.748278   26.015   25.849   25.837   25.841   25.907   26.269   25.559   25.745   26.312   0       0       0       0.54    0.76    0.55    0.99   0         
  EDCSNJ1103443-1243408   11.062302   -12.728003   23.122   22.611   22.4     22.905   22.36    22.158   22.87    22.326   22.141   0       0       0       0.98    0.98    0.98    0.73   0         
  EDCSNJ1103443-1246332   11.062301   -12.775897   26.692   25.706   24.848   26.151   25.113   24.557   25.628   24.712   24.351   0       0       0       0.63    0.88    0.89    0.99   0         
  EDCSNJ1103443-1246181   11.062299   -12.771697   25.561   25.311   25.108   25.446   25.053   24.946   25.509   24.919   25.073   0       0       0       0.86    0.76    0.65    0.99   0         
  EDCSNJ1103443-1248235   11.0623     -12.806537   24.526   24.119   23.456   24.127   23.704   23.059   23.87    23.57    23.008   3       3       3       0.12    0.06    0.72    0.35   0         
  EDCSNJ1103443-1245049   11.062296   -12.751352   21.698   20.939   20.325   20.819   20.089   19.526   20.642   19.908   19.347   3       3       3       0.03    0.03    0.03    1.0    0         
  EDCSNJ1103443-1245352   11.062294   -12.759785   28.156   26.431   24.982   27.053   25.723   24.787   26.115   25.206   24.527   0       0       0       0.37    0.54    0.79    1.0    0         
  EDCSNJ1103443-1244227   11.062292   -12.739638   27.1     26.831   25.678   27.157   26.876   25.221   27.473   26.783   24.609   0       0       0       0.42    0.48    0.53    0.99   0         
  EDCSNJ1103443-1247048   11.062293   -12.784669   24.813   24.455   23.658   24.569   24.151   23.29    24.62    24.108   23.179   0       0       0       0.09    0.05    0.26    0.93   0         
  EDCSNJ1103443-1246469   11.062293   -12.779682   26.282   26.307   25.648   25.864   26.184   25.305   25.9     25.992   25.19    0       0       0       0.42    0.56    0.6     0.99   0         
  EDCSNJ1103442-1245400   11.062289   -12.761112   26.939   26.007   25.623   26.634   25.86    25.937   25.891   25.615   25.501   0       0       0       0.35    0.63    0.61    0.99   0         
  EDCSNJ1103442-1246102   11.062289   -12.769491   25.312   24.605   24.02    25.098   24.382   23.913   24.961   24.345   23.931   0       0       0       0.94    0.98    0.96    0.99   0         
  EDCSNJ1103442-1243493   11.062286   -12.730363   26.309   25.668   25.027   25.907   25.297   24.599   25.719   25.005   24.339   0       0       0       0.39    0.61    0.52    0.83   0         
  EDCSNJ1103442-1248206   11.062285   -12.805734   25.512   25.124   24.544   24.736   24.361   23.957   24.363   23.965   23.603   3       3       3       0.02    0.01    0.11    0.38   0         
  EDCSNJ1103442-1246351   11.062283   -12.776419   25.639   25.347   24.782   25.307   25.009   24.504   25.25    24.766   24.212   0       0       0       0.84    0.95    0.89    0.99   0         
  EDCSNJ1103442-1246398   11.062281   -12.777724   25.679   25.047   24.174   25.464   24.71    23.968   25.239   24.476   23.862   0       0       0       0.51    0.94    0.96    0.99   0         
  EDCSNJ1103442-1243087   11.062279   -12.719072   25.068   24.32    23.161   24.778   24.024   22.916   24.436   23.768   22.772   0       0       0       0.39    0.72    0.97    0.5    0         
  EDCSNJ1103442-1244502   11.062278   -12.747269   25.24    24.613   23.959   24.921   24.242   23.741   24.618   24.0     23.697   0       0       0       0.93    0.98    0.97    1.0    0         
  EDCSNJ1103442-1242490   11.062276   -12.713623   25.84    25.66    24.751   25.626   25.536   24.823   25.441   25.436   25.288   0       0       0       0.64    0.8     0.92    0.48   0         
  EDCSNJ1103442-1243588   11.062271   -12.733005   24.203   24.021   23.731   23.952   23.725   23.554   23.874   23.58    23.506   2       2       2       0.98    0.98    0.97    0.95   0         
  EDCSNJ1103442-1244100   11.062269   -12.736122   25.953   25.513   25.225   25.22    24.958   24.952   25.194   24.857   24.808   0       0       0       0.25    0.87    0.69    0.99   0         
  EDCSNJ1103442-1245180   11.06227    -12.755007   24.843   24.447   23.85    24.537   24.273   23.512   24.534   24.104   23.299   0       0       0       0.05    0.26    0.88    0.99   0         
  EDCSNJ1103442-1246513   11.062269   -12.780911   26.318   26.109   25.715   26.159   25.51    25.658   25.586   24.962   25.115   0       0       0       0.47    0.55    0.57    0.99   0         
  EDCSNJ1103442-1243384   11.062265   -12.72732    26.553   26.34    25.392   26.185   25.731   24.796   26.751   25.305   24.651   0       0       0       0.58    0.53    0.55    0.7    0         
  EDCSNJ1103442-1247131   11.062265   -12.786971   21.946   21.206   20.433   21.777   21.03    20.284   21.752   20.998   20.255   0       0       0       0.98    0.98    0.98    0.84   1         
  EDCSNJ1103441-1245119   11.062263   -12.753318   23.763   23.086   21.972   23.453   22.742   21.64    23.423   22.636   21.558   0       0       0       0.43    0.09    0.87    0.99   0         
  EDCSNJ1103442-1249305   11.062266   -12.825144   25.787   25.874   26.291   25.903   26.326   99.0     99.0     99.0     99.0     0       0       0       0.74    0.64    0.61    0.01   0         
  EDCSNJ1103441-1244472   11.06226    -12.746432   25.413   25.322   25.184   25.164   24.907   24.738   24.717   24.425   24.308   0       0       0       0.9     0.94    0.77    1.0    0         
  EDCSNJ1103441-1246445   11.062257   -12.779023   26.785   26.027   24.856   26.331   26.041   24.746   26.047   25.709   24.626   0       0       0       0.38    0.77    0.83    0.99   0         
  EDCSNJ1103441-1246292   11.062256   -12.774772   28.237   26.391   25.516   27.097   25.896   25.311   27.585   26.0     25.473   0       0       0       0.36    0.47    0.64    0.99   0         
  EDCSNJ1103441-1248178   11.062256   -12.804931   24.398   24.168   23.693   24.125   23.893   23.39    24.07    23.805   23.392   0       0       0       0.94    0.94    0.98    0.41   0         
  EDCSNJ1103441-1247386   11.062251   -12.794044   26.673   25.887   25.445   26.43    25.632   25.496   26.104   25.166   26.321   0       0       0       0.36    0.66    0.56    0.56   0         
  EDCSNJ1103441-1245420   11.062247   -12.76168    25.832   25.809   25.258   25.895   26.453   25.354   25.854   26.189   25.692   0       0       0       0.61    0.92    0.78    1.0    0         
  EDCSNJ1103441-1246546   11.062248   -12.781841   25.453   25.039   24.506   24.961   24.576   24.073   24.61    24.251   23.827   0       0       0       0.93    0.98    0.94    0.99   0         
  EDCSNJ1103441-1245511   11.062247   -12.764181   24.489   24.159   23.428   24.209   23.913   23.156   24.134   23.739   23.014   0       0       0       0.98    0.98    0.98    1.0    0         
  EDCSNJ1103441-1246123   11.062247   -12.770084   25.042   24.633   23.806   24.794   24.398   23.523   24.785   24.244   23.387   0       0       0       0.08    0.21    0.9     0.99   0         
  EDCSNJ1103441-1243034   11.062243   -12.717622   26.663   26.318   25.534   26.644   26.172   25.277   26.052   26.045   24.692   0       0       0       0.43    0.52    0.64    0.5    0         
  EDCSNJ1103441-1242357   11.06224    -12.709919   26.351   25.959   25.343   26.055   25.631   24.803   27.254   25.783   24.596   3       3       3       0.47    0.87    0.68    0.32   0         
  EDCSNJ1103441-1244082   11.06224    -12.735598   25.369   25.078   24.75    25.081   24.755   24.548   25.132   24.713   24.603   0       0       0       0.67    0.87    0.85    0.99   0         
  EDCSNJ1103441-1247043   11.062238   -12.784537   27.241   27.538   25.697   26.577   29.894   26.022   25.462   25.8     25.415   0       0       0       0.37    0.46    0.54    0.94   0         
  EDCSNJ1103440-1244142   11.062236   -12.737275   25.512   24.182   22.8     25.261   23.84    22.528   25.086   23.662   22.438   0       0       0       0.55    0.88    0.98    1.0    0         
  EDCSNJ1103440-1246571   11.062235   -12.782528   24.299   24.061   23.458   23.949   23.757   23.115   23.874   23.676   23.03    0       0       0       0.53    0.56    0.98    0.99   0         
  EDCSNJ1103440-1246341   11.062234   -12.776136   25.503   25.262   24.699   25.179   24.994   24.332   24.801   24.692   24.013   0       0       0       0.59    0.39    0.92    0.99   0         
  EDCSNJ1103440-1248252   11.062227   -12.806997   26.71    26.451   25.621   30.089   26.457   26.694   27.393   26.55    25.523   0       0       0       0.5     0.57    0.54    0.34   0         
  EDCSNJ1103440-1242351   11.062219   -12.709737   26.712   26.094   25.355   27.74    26.189   25.016   99.0     99.0     24.956   3       3       3       0.38    0.6     0.62    0.31   0         
  EDCSNJ1103440-1242377   11.062219   -12.710464   27.583   27.751   25.479   99.0     27.412   25.031   99.0     26.823   25.298   0       0       0       0.36    0.38    0.53    0.34   0         
  EDCSNJ1103440-1246187   11.062221   -12.77186    26.501   26.38    25.142   26.447   26.652   25.208   26.388   26.841   25.066   0       0       0       0.38    0.54    0.77    0.99   0         
  EDCSNJ1103440-1246390   11.062219   -12.777494   25.626   25.248   24.22    25.643   25.071   24.176   25.279   24.91    24.202   0       0       0       0.88    0.95    0.95    0.99   0         
  EDCSNJ1103440-1243317   11.062217   -12.725462   23.488   23.271   22.721   23.256   23.01    22.511   23.189   22.969   22.485   2       2       2       0.98    0.97    0.98    0.63   0         
  EDCSNJ1103440-1245342   11.062216   -12.759509   25.652   25.522   25.281   25.458   25.191   25.616   25.706   25.342   27.195   0       0       0       0.71    0.91    0.64    1.0    0         
  EDCSNJ1103440-1245388   11.062215   -12.760768   24.81    24.333   23.77    24.591   24.145   23.542   24.573   24.206   23.442   0       0       0       0.8     0.95    0.98    0.99   0         
  EDCSNJ1103440-1244449   11.062215   -12.74581    26.274   26.114   25.506   25.975   25.665   25.555   25.905   25.556   25.439   2       2       2       0.5     0.71    0.57    1.0    0         
  EDCSNJ1103440-1245497   11.062212   -12.763819   26.02    25.556   25.19    25.297   24.835   24.487   24.921   24.411   24.024   1       1       1       0.53    0.81    0.56    0.99   0         
  EDCSNJ1103440-1246536   11.062211   -12.781554   28.226   28.107   25.383   26.788   26.429   24.717   25.809   25.313   24.209   0       0       0       0.36    0.36    0.58    0.99   0         
  EDCSNJ1103439-1246320   11.062205   -12.77555    26.447   26.305   25.313   26.307   26.348   25.145   25.968   26.254   24.717   0       0       0       0.41    0.57    0.48    0.99   0         
  EDCSNJ1103439-1242469   11.062197   -12.713037   26.853   26.272   26.208   27.423   26.433   25.899   99.0     26.795   25.83    0       0       0       0.43    0.51    0.5     0.44   0         
  EDCSNJ1103439-1245232   11.062199   -12.756456   23.398   23.046   22.494   23.018   22.651   22.114   22.974   22.578   22.084   0       0       0       0.12    0.06    0.3     0.99   0         
  EDCSNJ1103439-1245067   11.062196   -12.751864   25.348   25.023   24.895   24.88    24.453   24.158   24.662   24.22    23.936   0       0       0       0.93    0.96    0.9     0.99   0         
  EDCSNJ1103439-1248098   11.062195   -12.802712   27.836   26.431   25.526   27.426   26.239   25.487   27.739   26.601   25.792   0       0       0       0.38    0.53    0.6     0.5    0         
  EDCSNJ1103439-1249288   11.062196   -12.824667   24.471   24.233   23.675   24.333   24.079   23.689   24.372   24.286   23.855   0       0       0       0.97    0.98    0.97    0.01   0         
  EDCSNJ1103439-1248422   11.062191   -12.811717   26.191   25.688   25.153   26.158   25.344   24.786   25.865   25.465   24.646   3       3       3       0.68    0.85    0.76    0.15   0         
  EDCSNJ1103439-1249239   11.062191   -12.823297   25.613   25.449   25.137   25.365   25.227   25.226   25.215   25.448   26.635   0       0       0       0.59    0.75    0.55    0.01   0         
  EDCSNJ1103439-1245477   11.062187   -12.763263   23.787   23.136   22.631   23.435   22.801   22.31    23.403   22.723   22.282   2       2       2       0.06    0.08    0.95    0.99   0         
  EDCSNJ1103438-1242413   11.06218    -12.711471   25.57    24.804   24.361   25.271   24.554   24.368   25.235   24.46    24.692   0       0       0       0.86    0.97    0.96    0.38   0         
  EDCSNJ1103438-1243239   11.062179   -12.723317   24.715   24.445   24.209   24.626   24.323   24.273   24.694   24.361   24.607   0       0       0       0.96    0.98    0.95    0.54   0         
  EDCSNJ1103438-1245436   11.06218    -12.762124   28.428   27.266   25.635   29.283   27.006   25.546   28.108   25.584   24.651   0       0       0       0.35    0.45    0.57    1.0    0         
  EDCSNJ1103438-1248032   11.062179   -12.800883   25.338   24.933   24.1     25.193   24.775   23.947   25.259   24.738   23.836   0       0       0       0.93    0.98    0.96    0.5    0         
  EDCSNJ1103438-1243319   11.062176   -12.725533   25.104   24.818   24.244   24.981   24.402   24.062   24.725   24.331   23.931   3       3       3       0.97    0.98    0.95    0.63   0         
  EDCSNJ1103438-1245091   11.062176   -12.752516   25.332   25.051   24.481   25.199   24.687   24.363   25.224   24.611   24.601   0       0       0       0.08    0.18    0.27    0.99   0         
  EDCSNJ1103438-1247251   11.062173   -12.790314   24.029   22.902   21.713   23.681   22.625   21.458   23.594   22.595   21.416   0       0       0       0.85    0.98    0.98    0.69   0         
  EDCSNJ1103438-1245258   11.062171   -12.757172   26.152   25.403   24.861   26.004   25.002   24.549   26.241   24.907   24.498   0       0       0       0.61    0.62    0.35    1.0    0         
  EDCSNJ1103438-1247041   11.06217    -12.784465   25.933   25.586   25.361   25.24    24.864   24.777   25.13    24.81    24.872   2       2       2       0.38    0.46    0.49    0.94   0         
  EDCSNJ1103438-1245416   11.062168   -12.761546   27.127   26.428   24.815   27.128   26.037   24.262   26.933   26.343   24.137   0       0       0       0.44    0.67    0.95    1.0    0         
  EDCSNJ1103438-1248413   11.062168   -12.811474   25.636   25.186   24.605   25.674   25.026   24.379   25.632   24.879   24.179   3       3       3       0.75    0.98    0.95    0.16   0         
  EDCSNJ1103438-1249165   11.062166   -12.821253   24.887   24.762   24.367   24.625   24.679   24.409   24.602   24.758   24.675   0       0       0       0.95    0.97    0.95    0.01   0         
  EDCSNJ1103438-1246519   11.062153   -12.781091   25.571   25.181   24.187   25.535   25.171   23.982   25.602   25.059   24.087   0       0       0       0.85    0.97    0.96    0.99   0         
  EDCSNJ1103437-1242379   11.062149   -12.710522   26.106   26.08    25.58    26.18    25.638   25.791   26.55    25.356   25.473   0       0       0       0.5     0.52    0.47    0.34   0         
  EDCSNJ1103437-1245537   11.062146   -12.76491    24.634   24.375   23.975   24.483   24.18    23.856   24.589   24.133   23.902   0       0       0       0.97    0.98    0.96    0.99   0         
  EDCSNJ1103437-1245344   11.062143   -12.759549   27.227   25.602   24.024   27.731   25.216   23.64    27.403   24.74    23.378   0       0       0       0.37    0.94    0.97    1.0    0         
  EDCSNJ1103437-1245488   11.062139   -12.763549   25.172   24.748   23.706   25.032   24.488   23.55    25.076   24.404   23.611   3       3       3       0.95    0.98    0.97    0.99   0         
  EDCSNJ1103437-1244479   11.062139   -12.746626   26.955   26.187   25.162   27.681   26.364   25.353   27.632   27.106   25.401   0       0       0       0.39    0.74    0.85    0.99   0         
  EDCSNJ1103437-1247464   11.06214    -12.796218   25.918   25.392   24.73    25.582   25.023   24.558   25.574   25.028   24.565   0       0       0       0.68    0.94    0.85    0.5    0         
  EDCSNJ1103437-1243474   11.062136   -12.729838   25.948   25.691   25.158   25.843   25.458   24.927   25.864   25.741   25.638   0       0       0       0.6     0.92    0.84    0.82   0         
  EDCSNJ1103437-1248026   11.062138   -12.800717   26.362   26.029   25.162   26.306   25.752   24.53    26.887   25.759   24.531   0       0       0       0.46    0.74    0.75    0.5    0         
  EDCSNJ1103437-1249122   11.062139   -12.820064   25.6     25.276   25.099   25.284   24.925   24.816   25.001   24.789   24.864   0       0       0       0.32    0.95    0.76    0.01   0         
  EDCSNJ1103437-1246306   11.062133   -12.775164   26.236   25.87    25.145   26.33    25.946   25.096   27.811   26.339   25.419   0       0       0       0.5     0.81    0.8     0.99   0         
  EDCSNJ1103437-1248378   11.062133   -12.810496   25.477   25.223   24.878   25.259   24.897   24.481   25.251   24.516   24.175   3       3       3       0.82    0.96    0.89    0.19   0         
  EDCSNJ1103437-1244540   11.062128   -12.748336   23.96    23.43    22.451   23.687   23.091   22.162   23.672   23.062   22.165   0       0       0       0.08    0.07    0.89    1.0    0         
  EDCSNJ1103437-1244154   11.062126   -12.737598   26.968   26.609   25.9     26.742   26.647   26.881   27.299   27.294   26.928   0       0       0       0.35    0.52    0.56    0.99   0         
  EDCSNJ1103436-1245366   11.062125   -12.760164   99.0     27.32    25.601   99.0     27.009   25.212   99.0     99.0     24.893   0       0       0       0.36    0.48    0.65    0.99   0         
  EDCSNJ1103437-1248487   11.062126   -12.813541   25.884   24.973   23.98    25.675   24.685   23.689   25.402   24.47    23.445   0       0       0       0.18    0.52    0.97    0.08   0         
  EDCSNJ1103436-1243577   11.062119   -12.732695   19.622   19.317   18.925   19.438   19.131   18.775   19.412   19.101   18.747   0       0       0       0.99    0.99    0.99    0.92   1         
  EDCSNJ1103436-1248554   11.062122   -12.815397   26.573   25.682   25.073   26.279   25.502   24.492   26.736   25.635   24.588   0       0       0       0.36    0.91    0.82    0.01   0         
  EDCSNJ1103436-1242334   11.062113   -12.709267   99.0     28.177   26.129   99.0     99.0     25.301   99.0     99.0     25.182   0       0       0       0.38    0.58    0.51    0.3    0         
  EDCSNJ1103436-1243307   11.062113   -12.725182   27.038   26.366   25.854   26.555   25.935   25.37    26.202   25.576   25.171   0       0       0       0.39    0.62    0.58    0.63   0         
  EDCSNJ1103436-1248426   11.062116   -12.811829   27.356   26.335   25.591   27.038   26.54    25.891   26.426   25.604   24.75    0       0       0       0.37    0.53    0.58    0.14   0         
  EDCSNJ1103436-1244409   11.06211    -12.74469    22.844   22.525   22.044   22.312   22.0     21.523   22.235   21.903   21.363   3       3       3       0.03    0.03    0.04    0.99   0         
  EDCSNJ1103436-1246014   11.062107   -12.767047   25.421   24.761   24.229   25.121   24.489   23.89    24.79    24.326   23.688   0       0       0       0.87    0.96    0.97    0.99   0         
  EDCSNJ1103436-1249104   11.062108   -12.819549   24.005   23.67    23.193   23.661   23.298   22.838   23.55    23.222   22.765   0       0       0       0.21    0.1     0.92    0.01   0         
  EDCSNJ1103436-1248387   11.062105   -12.810745   25.366   25.01    24.609   24.847   24.499   24.238   24.617   24.264   23.876   2       2       2       0.2     0.94    0.95    0.18   0         
  EDCSNJ1103436-1245179   11.062101   -12.754982   24.606   24.303   23.618   24.097   23.699   23.051   23.811   23.374   22.846   3       3       3       0.26    0.12    0.24    1.0    0         
  EDCSNJ1103435-1248339   11.062096   -12.809418   25.648   24.424   22.87    25.215   24.03    22.57    25.374   23.951   22.522   0       0       0       0.03    0.04    0.93    0.23   0         
  EDCSNJ1103435-1243231   11.062088   -12.723076   25.982   25.883   25.355   26.025   25.875   26.091   25.899   25.721   28.723   0       0       0       0.5     0.62    0.53    0.53   0         
  EDCSNJ1103435-1245147   11.062079   -12.754075   24.15    23.835   23.137   23.965   23.641   23.011   23.859   23.456   22.826   3       3       3       0.77    0.59    0.95    1.0    0         
  EDCSNJ1103435-1246220   11.062075   -12.772791   24.978   24.49    24.163   24.695   24.196   23.925   24.509   23.951   23.748   0       0       0       0.96    0.98    0.96    0.99   0         
  EDCSNJ1103435-1248203   11.062076   -12.805642   26.631   26.591   25.334   26.475   26.5     25.068   25.767   25.606   25.13    0       0       0       0.36    0.48    0.57    0.38   0         
  EDCSNJ1103435-1247102   11.062072   -12.786164   25.753   25.043   24.741   25.589   24.931   24.57    26.034   25.048   24.537   0       0       0       0.74    0.95    0.95    0.87   0         
  EDCSNJ1103434-1245136   11.062069   -12.753791   25.099   24.382   23.113   24.756   24.115   22.926   24.609   23.907   22.76    3       3       3       0.93    0.94    0.98    0.99   1         
  EDCSNJ1103434-1245599   11.062068   -12.766649   25.612   25.327   24.305   25.644   25.346   24.163   25.91    25.369   24.349   0       0       0       0.72    0.96    0.95    0.99   0         
  EDCSNJ1103434-1248576   11.062068   -12.816012   23.313   22.246   20.497   23.162   22.087   20.35    23.14    22.056   20.32    0       0       0       0.98    0.98    0.99    0.01   0         
  EDCSNJ1103434-1248102   11.062066   -12.80282    23.281   22.596   21.629   22.589   21.925   20.998   22.487   21.805   20.889   0       0       0       0.03    0.03    0.03    0.5    0         
  EDCSNJ1103434-1246383   11.06206    -12.777318   26.686   26.225   25.505   26.548   26.053   25.282   28.492   25.925   25.419   0       0       0       0.43    0.48    0.68    0.99   0         
  EDCSNJ1103434-1245423   11.062059   -12.761739   23.739   23.173   22.082   23.291   22.71    21.628   23.278   22.677   21.547   2       2       2       0.03    0.03    0.03    0.99   0         
  EDCSNJ1103434-1246193   11.062058   -12.772024   26.534   26.056   25.057   25.918   25.277   24.525   25.563   24.803   24.234   0       0       0       0.45    0.7     0.61    0.99   0         
  EDCSNJ1103434-1245188   11.062058   -12.755236   26.668   25.392   24.281   26.073   24.64    23.729   25.508   24.242   23.299   1       1       1       0.5     0.75    0.97    0.99   0         
  EDCSNJ1103434-1243042   11.062056   -12.717835   22.678   22.007   21.257   21.973   21.279   20.54    21.855   21.158   20.422   2       2       2       0.03    0.03    0.03    0.5    0         
  EDCSNJ1103434-1245341   11.062056   -12.759472   24.396   23.057   21.594   23.83    22.537   21.102   23.656   22.336   20.902   3       3       3       0.31    0.04    0.42    0.99   0         
  EDCSNJ1103434-1245287   11.062056   -12.757986   25.284   24.717   23.616   24.872   24.401   23.284   24.771   24.425   23.2     2       2       2       0.96    0.96    0.98    1.0    0         
  EDCSNJ1103434-1246045   11.062055   -12.767922   25.062   24.425   23.547   24.806   24.139   23.297   24.864   24.134   23.245   0       0       0       0.45    0.92    0.98    0.99   0         
  EDCSNJ1103434-1242316   11.062053   -12.708769   27.078   25.943   25.457   28.926   25.491   25.603   99.0     25.865   24.995   0       0       0       0.42    0.59    0.62    0.28   0         
  EDCSNJ1103434-1248361   11.062053   -12.810031   24.814   24.508   24.133   24.398   24.011   23.561   24.186   23.828   23.413   0       0       0       0.11    0.05    0.37    0.2    0         
  EDCSNJ1103434-1246074   11.062046   -12.768729   27.432   26.68    25.717   27.071   25.969   25.285   27.41    26.272   25.125   0       0       0       0.39    0.51    0.51    0.99   0         
  EDCSNJ1103434-1246208   11.062046   -12.772445   25.776   25.433   24.753   25.309   24.799   24.516   25.026   24.521   24.231   1       1       1       0.6     0.93    0.92    0.99   0         
  EDCSNJ1103434-1245038   11.062043   -12.751044   24.741   24.225   23.479   24.202   23.705   23.016   24.155   23.656   22.996   0       0       0       0.01    0.03    0.03    0.99   0         
  EDCSNJ1103434-1248274   11.062044   -12.807599   25.465   25.247   24.661   25.176   25.095   24.678   25.004   24.895   24.57    0       0       0       0.85    0.96    0.94    0.31   0         
  EDCSNJ1103433-1244513   11.062041   -12.747574   26.921   25.817   24.698   25.773   25.286   24.376   25.529   25.151   24.545   2       2       2       0.45    0.71    0.9     0.99   0         
  EDCSNJ1103434-1248526   11.062044   -12.814603   25.741   25.701   25.33    25.441   25.502   24.972   25.546   25.778   24.789   0       0       0       0.62    0.89    0.6     0.01   0         
  EDCSNJ1103433-1246520   11.062036   -12.781115   23.758   23.203   22.405   23.142   22.62    21.881   23.068   22.538   21.799   0       0       0       0.03    0.03    0.04    0.99   0         
  EDCSNJ1103433-1249076   11.062036   -12.818774   26.916   26.454   25.388   27.03    25.937   25.044   26.249   25.399   24.609   0       0       0       0.4     0.56    0.56    0.01   0         
  EDCSNJ1103433-1243457   11.062031   -12.729366   27.201   26.454   25.546   27.272   26.226   25.572   99.0     26.811   25.893   0       0       0       0.35    0.51    0.53    0.8    0         
  EDCSNJ1103433-1245522   11.062031   -12.764503   26.461   25.9     24.993   26.283   25.544   24.61    26.235   25.168   24.37    0       0       0       0.47    0.8     0.72    0.99   0         
  EDCSNJ1103433-1245140   11.062029   -12.7539     25.508   24.266   22.901   24.824   23.701   22.424   24.301   23.426   22.219   3       3       3       0.3     0.64    0.93    0.99   0         
  EDCSNJ1103433-1245230   11.062027   -12.756391   25.999   24.577   23.2     25.769   24.402   22.904   25.883   24.363   22.867   3       3       3       0.51    0.68    0.96    1.0    0         
  EDCSNJ1103433-1244288   11.062024   -12.741344   17.09    17.09    16.432   16.845   16.702   16.139   16.807   16.642   16.083   6       6       6       1.0     0.98    1.0     0.99   0         
  EDCSNJ1103433-1242404   11.062023   -12.711217   25.846   24.873   24.012   25.31    24.48    23.615   24.923   24.232   23.308   3       3       3       0.81    0.97    0.97    0.37   0         
  EDCSNJ1103433-1243375   11.062023   -12.72707    26.77    26.342   25.342   26.488   25.873   25.336   26.042   25.49    25.313   0       0       0       0.52    0.49    0.62    0.69   0         
  EDCSNJ1103433-1244521   11.062021   -12.747802   25.72    25.624   25.337   25.599   25.463   25.267   25.584   25.21    25.284   3       3       3       0.61    0.81    0.58    1.0    0         
  EDCSNJ1103433-1243594   11.062016   -12.733174   27.281   26.114   25.262   27.23    25.878   25.091   26.252   25.332   24.677   0       0       0       0.36    0.65    0.52    0.96   0         
