# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   col17   col18   wmin   Starflag  
  EDCSNJ1103537-1243164   11.06491    -12.721222   26.968   26.232   24.817   26.451   25.852   24.67    26.448   25.441   24.765   0       0       0       0.35    0.86    0.93    0.08   0         
  EDCSNJ1103537-1249266   11.064906   -12.824067   26.798   26.117   25.995   26.451   25.259   25.547   25.639   24.643   25.501   0       0       0       0.37    0.38    0.56    0.0    0         
  EDCSNJ1103537-1243588   11.064907   -12.733002   26.555   26.189   25.648   25.209   25.04    24.701   24.686   24.453   24.288   0       0       0       0.49    0.59    0.51    0.17   0         
  EDCSNJ1103537-1247492   11.064912   -12.796988   26.263   25.982   25.582   26.314   25.854   25.66    26.66    25.64    25.865   0       0       0       0.53    0.72    0.57    0.09   0         
  EDCSNJ1103537-1249159   11.064904   -12.821075   26.473   25.88    25.371   26.374   25.608   25.455   26.181   25.137   25.334   0       0       0       0.46    0.79    0.63    0.0    0         
  EDCSNJ1103536-1243138   11.064899   -12.720487   25.295   24.982   24.622   24.768   24.487   24.211   24.606   24.221   23.948   3       3       3       0.92    0.95    0.91    0.09   0         
  EDCSNJ1103537-1248441   11.064905   -12.812244   26.61    25.99    25.129   25.434   24.855   24.31    25.204   24.539   24.004   1       1       1       0.36    0.71    0.71    0.02   0         
  EDCSNJ1103537-1244166   11.064905   -12.737949   25.795   25.27    24.144   25.661   25.138   24.011   25.81    25.255   23.913   0       0       0       0.2     0.23    0.87    0.18   0         
  EDCSNJ1103537-1244006   11.064903   -12.73351    25.815   25.59    25.619   25.084   24.872   24.825   24.84    24.745   24.459   0       0       0       0.57    0.78    0.52    0.18   0         
  EDCSNJ1103537-1244383   11.064904   -12.743973   26.455   25.86    25.094   26.358   25.9     25.093   27.219   25.596   24.919   0       0       0       0.52    0.86    0.7     0.19   0         
  EDCSNJ1103536-1249249   11.064894   -12.823589   25.481   25.172   24.661   25.094   24.706   24.39    25.083   24.525   24.696   0       0       0       0.93    0.97    0.94    0.0    0         
  EDCSNJ1103536-1246127   11.064901   -12.770208   27.631   27.294   25.923   26.957   29.171   25.2     26.155   99.0     25.402   0       0       0       0.4     0.42    0.49    0.19   0         
  EDCSNJ1103536-1249045   11.064892   -12.817909   27.157   27.06    25.935   26.584   27.016   25.636   27.518   28.044   27.726   0       0       0       0.35    0.44    0.51    0.0    0         
  EDCSNJ1103536-1244540   11.064894   -12.748329   25.956   25.694   24.987   26.11    25.83    25.293   27.102   26.353   28.601   0       0       0       0.58    0.94    0.73    0.19   0         
  EDCSNJ1103536-1243368   11.064883   -12.726899   18.834   18.497   18.007   18.65    18.304   17.855   18.623   18.273   17.826   2       2       2       0.98    1.0     1.0     0.14   1         
  EDCSNJ1103536-1246547   11.064892   -12.781872   25.721   25.199   24.078   25.634   25.092   23.786   25.763   25.0     23.829   0       0       0       0.49    0.03    0.57    0.2    0         
  EDCSNJ1103536-1243130   11.064879   -12.720282   24.415   24.163   23.815   24.214   23.969   23.682   24.201   23.953   23.784   3       3       3       0.9     0.84    0.97    0.1    0         
  EDCSNJ1103536-1246033   11.064891   -12.767583   26.083   25.866   25.343   25.406   25.083   24.794   25.386   24.805   24.496   0       0       0       0.51    0.81    0.55    0.21   0         
  EDCSNJ1103536-1248183   11.064886   -12.805092   24.633   23.898   23.294   24.416   23.628   23.11    24.284   23.493   22.962   0       0       0       0.53    0.87    0.98    0.08   0         
  EDCSNJ1103535-1242512   11.064868   -12.714209   25.687   25.406   24.991   25.542   25.354   25.075   25.572   25.363   25.362   0       0       0       0.68    0.96    0.8     0.11   0         
  EDCSNJ1103536-1248430   11.064877   -12.811953   25.725   25.346   24.929   25.243   24.669   24.22    24.915   24.292   23.749   0       0       0       0.6     0.95    0.77    0.03   0         
  EDCSNJ1103536-1244215   11.064877   -12.739316   23.629   23.11    22.136   23.073   22.536   21.602   23.017   22.442   21.513   0       0       0       0.03    0.03    0.04    0.21   0         
  EDCSNJ1103536-1245022   11.064875   -12.75061    25.758   25.58    24.701   25.124   24.889   24.23    25.148   24.86    24.51    0       0       0       0.59    0.64    0.92    0.21   0         
  EDCSNJ1103535-1242320   11.064856   -12.708879   99.0     27.568   25.81    99.0     25.834   26.307   99.0     25.876   26.792   0       0       0       0.37    0.37    0.53    0.06   0         
  EDCSNJ1103535-1245302   11.06487    -12.758377   25.592   24.959   24.628   25.331   24.725   24.537   25.596   24.924   25.013   0       0       0       0.69    0.97    0.96    0.23   0         
  EDCSNJ1103535-1248097   11.064865   -12.802681   24.986   24.553   23.924   24.757   24.125   23.363   24.684   23.984   23.274   3       3       3       0.11    0.04    0.15    0.12   0         
  EDCSNJ1103535-1245367   11.064867   -12.760189   25.27    24.955   24.55    24.937   24.748   24.337   24.923   24.563   24.303   0       0       0       0.49    0.97    0.95    0.24   0         
  EDCSNJ1103535-1244483   11.064861   -12.746744   25.814   25.2     24.799   25.793   25.12    25.248   25.714   25.37    99.0     0       0       0       0.74    0.96    0.94    0.24   0         
  EDCSNJ1103535-1247143   11.064864   -12.787311   24.625   24.356   23.912   24.459   24.179   23.771   24.417   24.129   23.664   0       0       0       0.97    0.98    0.97    0.2    0         
  EDCSNJ1103535-1249188   11.064854   -12.821896   25.275   25.142   24.82    25.12    25.124   24.575   25.228   25.198   24.614   0       0       0       0.95    0.96    0.93    0.0    0         
  EDCSNJ1103535-1243219   11.064849   -12.722749   25.026   24.292   23.561   24.957   24.24    23.54    24.949   24.214   23.62    0       0       0       0.96    0.98    0.98    0.13   0         
  EDCSNJ1103535-1248412   11.064853   -12.811458   27.143   26.088   25.478   26.291   25.323   25.224   26.176   24.927   24.999   0       0       0       0.42    0.56    0.55    0.04   0         
  EDCSNJ1103535-1247251   11.064857   -12.790307   24.918   24.346   23.757   24.609   24.046   23.502   24.672   23.988   23.442   0       0       0       0.33    0.71    0.97    0.17   0         
  EDCSNJ1103535-1247207   11.064854   -12.789078   26.24    25.962   25.698   25.982   25.541   25.061   25.777   25.126   24.761   0       0       0       0.53    0.64    0.54    0.19   0         
  EDCSNJ1103534-1249256   11.064844   -12.82378    25.576   25.196   25.083   25.276   24.923   25.087   24.987   24.634   24.414   0       0       0       0.62    0.86    0.72    0.0    0         
  EDCSNJ1103535-1247283   11.064851   -12.791185   24.572   24.373   23.94    24.381   24.131   23.735   24.327   24.026   23.661   0       0       0       0.91    0.94    0.98    0.16   0         
  EDCSNJ1103535-1246001   11.064851   -12.766695   23.036   22.456   21.998   22.677   22.082   21.652   22.652   22.042   21.613   0       0       0       0.04    0.08    0.26    0.24   0         
  EDCSNJ1103534-1245223   11.064847   -12.7562     24.915   24.773   24.513   24.437   24.375   24.034   24.25    24.223   23.705   0       0       0       0.42    0.86    0.96    0.24   0         
  EDCSNJ1103534-1244584   11.064846   -12.749567   26.341   25.522   24.809   26.286   25.613   25.14    26.273   25.887   25.706   0       0       0       0.5     0.96    0.93    0.24   0         
  EDCSNJ1103534-1248309   11.064841   -12.808588   24.882   24.602   24.167   24.706   24.409   23.982   24.547   24.254   23.721   0       0       0       0.97    0.98    0.97    0.07   0         
  EDCSNJ1103534-1247004   11.064844   -12.783432   26.512   26.295   25.578   25.901   25.868   25.488   25.817   25.753   25.86    0       0       0       0.36    0.66    0.51    0.25   0         
  EDCSNJ1103534-1248584   11.064836   -12.816235   99.0     26.742   25.012   99.0     27.569   25.1     99.0     99.0     25.242   0       0       0       0.37    0.47    0.86    0.0    0         
  EDCSNJ1103534-1243480   11.06483    -12.730003   23.953   23.037   22.244   23.599   22.653   21.924   23.557   22.582   21.855   0       0       0       0.24    0.1     0.97    0.21   0         
  EDCSNJ1103534-1247328   11.064836   -12.79245    27.471   26.52    25.451   26.895   26.11    25.195   26.972   25.791   25.171   0       0       0       0.46    0.52    0.52    0.17   0         
  EDCSNJ1103534-1244319   11.06483    -12.742207   25.783   25.081   24.452   25.787   24.974   24.345   26.828   25.295   24.826   0       0       0       0.68    0.96    0.93    0.26   0         
  EDCSNJ1103534-1247113   11.064826   -12.786468   26.469   25.71    24.876   26.043   25.556   24.635   25.773   25.558   24.422   0       0       0       0.39    0.81    0.91    0.22   0         
  EDCSNJ1103533-1243258   11.06481    -12.723833   24.861   24.554   23.846   24.649   24.289   23.61    24.993   24.529   23.915   0       0       0       0.95    0.3     0.2     0.15   0         
  EDCSNJ1103533-1243069   11.064805   -12.718587   25.869   25.568   25.16    25.441   25.089   24.562   25.379   24.826   24.32    0       0       0       0.61    0.81    0.61    0.13   0         
  EDCSNJ1103533-1246163   11.064819   -12.771198   25.13    24.621   23.962   24.642   24.082   23.556   24.573   23.957   23.443   0       0       0       0.18    0.03    0.7     0.27   0         
  EDCSNJ1103533-1248438   11.064813   -12.812169   26.394   26.535   26.005   26.547   26.899   27.544   26.013   25.498   26.105   0       0       0       0.48    0.54    0.6     0.04   0         
  EDCSNJ1103533-1244422   11.064815   -12.745046   24.9     24.23    23.557   24.448   23.794   23.227   24.33    23.7     23.252   2       2       2       0.02    0.03    0.04    0.27   0         
  EDCSNJ1103533-1242470   11.064799   -12.713058   25.199   24.898   24.662   25.019   24.673   24.756   25.004   24.57    24.782   0       0       0       0.94    0.97    0.94    0.11   0         
  EDCSNJ1103533-1242383   11.064796   -12.710634   25.078   24.109   22.742   25.092   24.042   22.673   25.135   24.073   22.664   0       0       0       0.97    0.98    0.98    0.09   1         
  EDCSNJ1103533-1245215   11.064811   -12.755985   25.17    24.891   24.396   24.618   24.436   23.913   24.314   24.111   23.6     3       3       3       0.89    0.97    0.96    0.28   0         
  EDCSNJ1103533-1248135   11.064808   -12.803761   25.836   25.599   25.318   25.795   25.456   24.938   25.869   25.308   24.592   0       0       0       0.56    0.88    0.56    0.14   0         
  EDCSNJ1103533-1243349   11.064801   -12.726367   25.264   24.367   23.498   24.74    23.85    23.074   24.755   23.813   23.24    3       3       3       0.13    0.04    0.03    0.19   0         
  EDCSNJ1103533-1244084   11.064803   -12.735658   25.625   24.94    24.255   25.169   24.519   23.886   24.988   24.323   23.781   0       0       0       0.1     0.03    0.18    0.29   0         
  EDCSNJ1103533-1246294   11.064807   -12.774837   25.702   25.176   24.84    25.543   24.923   24.652   25.354   24.79    24.603   0       0       0       0.63    0.88    0.91    0.29   0         
  EDCSNJ1103533-1247214   11.064806   -12.789267   26.891   25.814   25.076   26.292   25.314   24.625   25.93    25.09    24.48    0       0       0       0.37    0.64    0.77    0.22   0         
  EDCSNJ1103532-1242325   11.064784   -12.709033   26.945   26.419   25.008   26.855   28.134   24.389   28.475   99.0     24.207   2       2       2       0.5     0.6     0.49    0.08   0         
  EDCSNJ1103533-1244255   11.064797   -12.740407   26.919   25.92    25.27    26.448   25.082   24.653   26.072   24.905   24.363   0       0       0       0.41    0.55    0.56    0.3    0         
  EDCSNJ1103533-1244408   11.064797   -12.744654   26.422   25.812   25.086   25.934   25.597   25.027   25.456   25.0     24.967   3       3       3       0.42    0.72    0.73    0.3    0         
  EDCSNJ1103533-1249159   11.064792   -12.821084   26.075   25.921   25.814   25.905   25.743   26.038   26.198   25.489   25.561   0       0       0       0.61    0.73    0.57    0.0    0         
  EDCSNJ1103533-1246575   11.064795   -12.782644   26.185   26.186   25.691   26.091   26.101   25.506   25.983   26.267   25.23    0       0       0       0.47    0.61    0.51    0.31   0         
  EDCSNJ1103532-1248375   11.064786   -12.810405   26.146   25.812   24.93    26.324   25.423   24.675   26.572   25.08    24.246   0       0       0       0.56    0.58    0.25    0.06   0         
  EDCSNJ1103532-1245069   11.064786   -12.751922   25.494   25.155   24.976   25.402   25.054   24.852   25.22    25.073   24.781   0       0       0       0.83    0.96    0.83    0.31   0         
  EDCSNJ1103532-1249322   11.064775   -12.825598   25.811   25.352   24.712   26.137   24.958   24.718   26.348   24.805   24.696   0       0       0       0.79    0.94    0.92    0.0    0         
  EDCSNJ1103532-1245195   11.064782   -12.755413   24.43    23.825   23.255   23.897   23.306   22.772   23.768   23.213   22.674   2       2       2       0.02    0.03    0.04    0.32   0         
  EDCSNJ1103532-1246011   11.064782   -12.766978   26.427   26.504   25.418   26.225   26.123   25.203   25.736   25.507   24.663   0       0       0       0.36    0.59    0.55    0.32   0         
  EDCSNJ1103532-1247521   11.064778   -12.797795   26.904   26.148   25.464   26.858   26.269   25.732   26.631   26.925   26.362   0       0       0       0.4     0.69    0.42    0.16   0         
  EDCSNJ1103532-1248071   11.064775   -12.801967   25.892   25.538   25.085   25.502   25.011   24.797   25.163   24.953   24.6     0       0       0       0.57    0.57    0.58    0.16   0         
  EDCSNJ1103531-1243096   11.064756   -12.719331   22.918   22.092   21.147   22.553   21.728   20.808   22.438   21.646   20.724   3       3       3       0.19    0.09    0.98    0.16   0         
  EDCSNJ1103531-1249038   11.06476    -12.817725   25.285   24.848   24.1     25.068   24.546   23.732   25.03    24.418   23.66    0       0       0       0.07    0.04    0.18    0.0    0         
  EDCSNJ1103531-1243166   11.064753   -12.721287   24.052   23.227   22.261   23.919   23.044   22.076   23.852   23.015   22.03    0       0       0       0.98    0.97    0.98    0.16   0         
  EDCSNJ1103531-1248008   11.064761   -12.800215   24.939   24.59    23.942   24.741   24.369   23.802   24.712   24.283   23.905   0       0       0       0.97    0.98    0.96    0.17   0         
  EDCSNJ1103531-1244219   11.064758   -12.739423   21.509   20.935   20.307   20.98    20.427   19.838   20.907   20.354   19.774   0       0       0       0.03    0.06    0.33    0.34   0         
  EDCSNJ1103531-1245427   11.064759   -12.76187    24.764   24.101   23.412   24.445   23.774   23.015   24.476   23.747   22.984   3       3       3       0.97    0.98    0.98    0.35   0         
  EDCSNJ1103531-1245390   11.064757   -12.760828   25.383   24.928   24.047   25.012   24.623   23.775   24.782   24.252   23.488   3       3       3       0.94    0.96    0.96    0.35   0         
  EDCSNJ1103531-1243591   11.06475    -12.733086   24.029   23.284   22.462   23.717   22.948   22.159   23.683   22.889   22.098   0       0       0       0.82    0.11    0.95    0.33   0         
  EDCSNJ1103531-1244050   11.064751   -12.734724   26.372   26.156   25.422   25.856   25.709   25.003   26.146   25.827   24.744   0       0       0       0.41    0.56    0.53    0.35   0         
  EDCSNJ1103531-1249113   11.064749   -12.81981    25.673   25.15    24.408   25.686   24.963   24.344   25.824   24.822   24.164   0       0       0       0.81    0.96    0.95    0.0    0         
  EDCSNJ1103531-1249001   11.064748   -12.816704   25.589   25.249   24.898   25.582   25.159   24.774   25.434   24.949   24.381   0       0       0       0.91    0.96    0.92    0.0    0         
  EDCSNJ1103531-1248054   11.064751   -12.801499   25.912   25.93    25.515   25.317   25.545   24.947   24.88    25.046   24.541   0       0       0       0.53    0.88    0.57    0.17   0         
  EDCSNJ1103531-1248078   11.064748   -12.80217    25.747   25.594   25.103   25.403   25.216   24.7     25.273   24.932   25.054   0       0       0       0.72    0.91    0.64    0.18   0         
  EDCSNJ1103530-1242562   11.064736   -12.715613   24.313   23.457   22.763   23.936   23.034   22.28    23.912   22.992   22.133   0       0       0       0.04    0.03    0.06    0.18   0         
  EDCSNJ1103531-1243236   11.064739   -12.723228   25.807   25.694   25.524   25.815   25.41    25.577   25.821   25.272   27.863   0       0       0       0.6     0.83    0.67    0.2    0         
  EDCSNJ1103531-1243328   11.064738   -12.725791   22.921   21.851   20.666   22.433   21.357   20.197   22.245   21.158   20.011   3       3       3       0.15    0.03    0.06    0.22   0         
  EDCSNJ1103531-1249330   11.064737   -12.825832   27.94    35.599   26.481   99.0     26.963   26.319   28.35    25.806   26.061   0       0       0       0.35    0.02    0.62    0.0    0         
  EDCSNJ1103531-1245362   11.064745   -12.760043   25.134   24.567   24.186   25.029   24.337   23.841   24.921   24.31    23.701   1       1       1       0.97    0.98    0.96    0.37   0         
  EDCSNJ1103530-1242383   11.064728   -12.710637   23.923   23.254   22.786   23.675   23.024   22.485   23.737   22.992   22.476   0       0       0       0.92    0.89    0.96    0.12   0         
  EDCSNJ1103530-1248521   11.064734   -12.814465   25.947   25.409   24.717   25.679   25.19    24.535   25.199   24.779   24.359   0       0       0       0.73    0.73    0.94    0.0    0         
  EDCSNJ1103531-1247439   11.064737   -12.795519   26.281   25.734   25.163   25.798   25.119   24.916   25.355   24.645   24.428   0       0       0       0.51    0.89    0.59    0.19   0         
  EDCSNJ1103531-1247230   11.064738   -12.789731   25.138   24.992   24.565   24.844   24.703   24.163   24.69    24.494   23.96    0       0       0       0.97    0.97    0.95    0.27   0         
  EDCSNJ1103530-1245194   11.064735   -12.755386   25.506   25.294   25.081   25.278   25.113   24.955   25.474   25.074   24.957   3       3       3       0.95    0.95    0.75    0.38   0         
  EDCSNJ1103530-1249306   11.064727   -12.825158   26.384   25.417   24.976   28.245   25.457   25.591   99.0     25.487   99.0     0       0       0       0.55    0.89    0.83    0.0    0         
  EDCSNJ1103530-1245504   11.064732   -12.76399    27.28    26.602   25.979   27.453   26.413   26.936   26.223   25.673   25.805   0       0       0       0.47    0.6     0.54    0.38   0         
  EDCSNJ1103530-1244420   11.064729   -12.745004   23.649   23.091   22.538   23.493   22.973   22.398   23.478   22.969   22.337   0       0       0       0.98    1.0     1.0     0.38   1         
  EDCSNJ1103530-1243121   11.064717   -12.720037   22.012   20.958   19.164   21.801   20.752   19.007   21.712   20.684   18.967   3       3       3       0.98    0.99    0.99    0.19   1         
  EDCSNJ1103530-1247317   11.064728   -12.792131   26.347   26.092   26.014   25.925   25.637   25.433   25.893   25.482   25.276   0       0       0       0.57    0.7     0.58    0.24   0         
  EDCSNJ1103530-1245231   11.064726   -12.756411   25.957   25.749   25.059   26.006   25.505   25.012   26.764   25.238   24.84    0       0       0       0.55    0.92    0.83    0.38   0         
  EDCSNJ1103530-1245399   11.064726   -12.76107    23.637   22.915   21.734   22.893   22.215   21.078   22.736   22.055   20.93    2       2       2       0.03    0.03    0.03    0.39   0         
  EDCSNJ1103530-1245533   11.064725   -12.764794   25.407   25.242   24.411   25.194   25.099   24.307   25.191   25.173   24.328   0       0       0       0.71    0.96    0.96    0.39   0         
  EDCSNJ1103529-1242302   11.064707   -12.7084     26.802   25.589   25.439   26.229   25.068   24.735   25.708   24.904   24.406   0       0       0       0.37    0.76    0.53    0.09   0         
  EDCSNJ1103530-1242450   11.064709   -12.712491   25.116   23.905   22.608   24.791   23.505   22.247   24.637   23.483   22.199   0       0       0       0.13    0.04    0.25    0.16   0         
  EDCSNJ1103530-1244024   11.064718   -12.733991   27.05    26.583   25.439   27.715   26.251   24.841   26.879   25.722   24.581   0       0       0       0.36    0.48    0.54    0.38   0         
  EDCSNJ1103530-1248328   11.064719   -12.809103   21.267   20.701   20.067   20.595   20.057   19.468   20.484   19.946   19.367   0       0       0       0.04    0.04    0.11    0.1    0         
  EDCSNJ1103530-1244287   11.064719   -12.741306   26.129   25.745   24.929   25.759   25.294   24.54    25.614   25.272   24.735   0       0       0       0.53    0.82    0.86    0.39   0         
  EDCSNJ1103530-1243293   11.064709   -12.724817   22.566   21.758   20.812   22.392   21.558   20.639   22.371   21.534   20.611   3       3       3       0.98    0.98    0.98    0.24   1         
  EDCSNJ1103530-1247459   11.064711   -12.796091   26.574   26.043   25.475   26.585   25.484   25.07    26.34    24.909   24.427   0       0       0       0.36    0.5     0.49    0.2    0         
  EDCSNJ1103529-1248061   11.064707   -12.801692   25.513   25.173   25.078   25.2     25.042   24.936   24.831   24.755   24.584   0       0       0       0.79    0.96    0.77    0.2    0         
  EDCSNJ1103529-1248172   11.064704   -12.804788   25.864   25.08    24.428   25.845   24.976   24.255   25.907   24.805   24.119   0       0       0       0.6     0.96    0.94    0.17   0         
  EDCSNJ1103529-1244249   11.064703   -12.740237   25.916   25.119   24.558   25.516   24.775   24.288   25.277   24.373   24.098   0       0       0       0.78    0.96    0.95    0.41   0         
  EDCSNJ1103529-1243191   11.064695   -12.721966   27.451   26.606   25.54    27.568   27.044   25.577   99.0     26.939   25.329   0       0       0       0.41    0.57    0.61    0.21   0         
  EDCSNJ1103529-1249014   11.064694   -12.817047   27.178   26.704   25.853   27.057   26.627   27.049   25.989   26.134   25.83    0       0       0       0.36    0.52    0.51    0.0    0         
  EDCSNJ1103529-1248580   11.064692   -12.816119   26.96    26.454   25.332   27.585   27.245   25.525   27.455   26.44    25.083   0       0       0       0.36    0.61    0.74    0.0    0         
  EDCSNJ1103529-1248212   11.064695   -12.805889   25.542   25.404   24.968   25.343   25.076   24.879   25.537   25.252   24.698   0       0       0       0.75    0.57    0.74    0.15   0         
  EDCSNJ1103529-1247267   11.064696   -12.790754   21.895   21.554   21.141   21.71    21.368   20.974   21.681   21.333   20.943   2       2       2       0.98    0.98    0.98    0.29   0         
  EDCSNJ1103529-1247296   11.064694   -12.791558   26.784   25.418   24.514   25.949   24.748   24.083   25.289   24.38    23.876   3       3       3       0.37    0.22    0.95    0.27   0         
  EDCSNJ1103529-1244321   11.064691   -12.742263   25.743   25.114   24.406   25.36    24.569   23.764   25.199   24.228   23.416   0       0       0       0.71    0.97    0.97    0.42   0         
  EDCSNJ1103529-1246442   11.064692   -12.778939   22.02    21.666   21.215   21.08    20.751   20.329   20.805   20.482   20.076   0       0       0       0.03    0.03    0.03    0.43   0         
  EDCSNJ1103529-1247359   11.064687   -12.793307   25.946   25.593   25.073   25.274   25.102   24.47    24.951   24.842   24.22    0       0       0       0.63    0.85    0.77    0.27   0         
  EDCSNJ1103529-1244443   11.064683   -12.745626   25.621   25.401   24.478   25.425   25.279   24.122   25.342   25.257   23.913   0       0       0       0.13    0.22    0.02    0.44   0         
  EDCSNJ1103528-1243242   11.064674   -12.72339    25.091   24.304   23.43    24.846   24.119   23.271   24.745   23.993   23.214   0       0       0       0.95    0.98    0.98    0.25   0         
  EDCSNJ1103528-1242523   11.064669   -12.714527   23.227   22.172   20.898   22.689   21.656   20.41    22.592   21.54    20.303   3       3       3       0.03    0.03    0.09    0.23   0         
  EDCSNJ1103529-1246276   11.064684   -12.774335   25.586   25.082   24.279   25.297   24.667   23.938   25.261   24.571   23.903   0       0       0       0.77    0.98    0.96    0.45   0         
  EDCSNJ1103529-1246214   11.064683   -12.772624   25.703   25.683   25.276   25.267   25.308   24.803   25.011   24.921   24.858   0       0       0       0.56    0.9     0.63    0.45   0         
  EDCSNJ1103528-1242313   11.064664   -12.708687   25.727   25.239   24.34    25.149   24.61    23.625   25.304   24.247   23.278   0       0       0       0.27    0.05    0.13    0.12   0         
  EDCSNJ1103528-1243398   11.064666   -12.727722   18.065   17.873   17.416   17.874   17.658   17.25    17.845   17.622   17.218   6       6       2       1.0     1.0     1.0     0.33   0         
  EDCSNJ1103528-1244262   11.064667   -12.740624   26.372   25.715   25.014   25.777   25.144   24.684   25.584   24.95    24.254   0       0       0       0.59    0.71    0.83    0.46   0         
  EDCSNJ1103528-1248084   11.064667   -12.802342   25.812   25.481   24.835   25.612   25.271   24.723   25.473   24.916   24.405   0       0       0       0.7     0.94    0.93    0.23   0         
  EDCSNJ1103528-1247342   11.064665   -12.792837   24.882   24.587   24.153   24.437   24.133   23.657   24.29    23.985   23.434   0       0       0       0.12    0.07    0.38    0.28   0         
  EDCSNJ1103528-1249188   11.064659   -12.821886   24.028   22.796   20.691   23.909   22.628   20.548   23.895   22.625   20.524   2       2       2       0.98    0.98    0.99    0.0    0         
  EDCSNJ1103527-1243084   11.064647   -12.718995   25.75    25.383   24.997   25.503   25.263   24.212   25.447   24.928   23.617   3       3       3       0.85    0.87    0.67    0.23   0         
  EDCSNJ1103527-1249076   11.064652   -12.818791   22.655   21.785   20.466   22.219   21.386   20.18    22.137   21.309   20.124   2       2       2       0.69    0.92    0.99    0.0    0         
  EDCSNJ1103527-1242484   11.064642   -12.713439   25.693   25.309   24.512   25.052   24.701   23.844   24.911   24.509   23.71    3       3       3       0.01    0.11    0.01    0.22   0         
  EDCSNJ1103527-1244323   11.064652   -12.742301   26.671   25.999   25.208   26.392   25.268   24.247   25.845   24.823   23.756   0       0       0       0.43    0.64    0.54    0.48   0         
  EDCSNJ1103527-1243536   11.064648   -12.731563   24.633   24.065   23.567   24.504   23.828   23.528   24.351   23.738   23.451   0       0       0       0.97    0.98    0.97    0.42   0         
  EDCSNJ1103527-1245547   11.064652   -12.765196   27.376   26.641   26.226   27.993   27.74    26.95    99.0     99.0     29.081   0       0       0       0.4     0.41    0.56    0.49   0         
  EDCSNJ1103527-1247543   11.064647   -12.798429   25.002   24.136   22.529   24.709   23.891   22.362   24.636   23.891   22.342   0       0       0       0.69    0.98    0.98    0.24   1         
  EDCSNJ1103527-1245246   11.064646   -12.756847   22.752   22.345   21.874   22.603   22.195   21.722   22.596   22.154   21.708   0       0       0       0.98    0.98    0.98    0.49   1         
  EDCSNJ1103527-1247394   11.064644   -12.794281   26.257   26.178   25.568   26.367   26.007   25.398   26.381   27.06    25.241   0       0       0       0.51    0.62    0.51    0.26   0         
  EDCSNJ1103527-1245166   11.064643   -12.754599   25.202   24.892   24.651   24.909   24.642   24.244   24.889   24.768   24.359   0       0       0       0.92    0.97    0.93    0.49   0         
  EDCSNJ1103527-1248157   11.064641   -12.804367   26.03    25.923   25.476   25.773   25.707   25.219   25.621   25.567   25.37    0       0       0       0.52    0.73    0.56    0.21   0         
  EDCSNJ1103527-1248024   11.064641   -12.800677   24.263   23.816   23.279   24.089   23.696   23.134   24.06    23.633   23.076   0       0       0       0.97    0.98    0.98    0.24   0         
  EDCSNJ1103527-1248178   11.064636   -12.804948   26.034   25.268   24.795   25.599   25.087   24.615   25.291   24.871   24.522   0       0       0       0.72    0.96    0.9     0.2    0         
  EDCSNJ1103527-1246370   11.064638   -12.776931   25.988   24.569   23.201   25.43    24.231   22.939   25.208   24.082   22.913   0       0       0       0.67    0.94    0.98    0.5    0         
  EDCSNJ1103527-1246070   11.064638   -12.768599   24.241   23.962   23.573   23.831   23.538   23.184   23.821   23.462   23.091   0       0       0       0.08    0.04    0.25    0.5    0         
  EDCSNJ1103527-1248581   11.064628   -12.816126   24.473   24.158   23.728   24.276   23.914   23.515   24.337   23.917   23.486   0       0       0       0.97    0.93    0.98    0.0    0         
  EDCSNJ1103527-1246049   11.064634   -12.768031   26.239   25.672   24.991   26.002   25.533   24.745   25.547   25.072   24.456   1       1       1       0.58    0.91    0.87    0.5    0         
  EDCSNJ1103527-1244452   11.06463    -12.74588    25.546   25.246   24.801   25.407   24.962   24.534   25.247   24.698   24.143   1       1       1       0.8     0.96    0.25    0.5    0         
  EDCSNJ1103526-1243078   11.064618   -12.718835   24.888   24.511   23.543   24.616   24.254   23.31    24.528   24.142   23.187   2       2       2       0.96    0.98    0.98    0.25   0         
  EDCSNJ1103526-1244183   11.064621   -12.738407   22.625   21.878   21.3     22.23    21.471   20.932   22.208   21.419   20.886   0       0       0       0.03    0.07    0.47    0.5    0         
  EDCSNJ1103526-1243310   11.064614   -12.725279   25.909   25.078   23.848   25.233   24.475   23.236   24.965   24.178   22.933   3       3       3       0.19    0.01    0.02    0.33   0         
  EDCSNJ1103526-1244090   11.064617   -12.735834   22.267   21.215   20.323   21.56    20.568   19.75    21.36    20.379   19.58    3       3       3       0.03    0.02    0.04    0.51   0         
  EDCSNJ1103526-1244376   11.064619   -12.743781   19.693   18.835   17.777   19.515   18.653   17.623   19.489   18.623   17.592   0       0       0       0.98    1.0     1.0     0.51   1         
  EDCSNJ1103526-1246204   11.064622   -12.77234    26.63    26.285   25.633   27.396   26.153   26.05    26.49    25.901   99.0     0       0       0       0.4     0.53    0.58    0.51   0         
  EDCSNJ1103526-1247576   11.064619   -12.799333   26.759   26.189   25.491   26.248   25.477   25.173   26.285   25.12    24.734   0       0       0       0.38    0.54    0.57    0.26   0         
  EDCSNJ1103526-1242534   11.064605   -12.714826   26.301   24.948   23.708   25.975   24.727   23.577   26.132   24.529   23.601   3       3       3       0.66    0.24    0.74    0.26   0         
