# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   col17   col18   wmin   Starflag  
  EDCSNJ1138271-1132420   11.640856   -11.545005   26.651   26.011   25.585   26.059   25.113   24.795   25.777   24.489   24.593   0       0       0       0.58    0.56    0.58    0.0    0         
  EDCSNJ1138271-1133561   11.640857   -11.565591   25.042   24.929   24.468   24.549   24.328   23.672   24.247   24.03    22.989   3       3       3       0.95    0.79    0.36    0.0    0         
  EDCSNJ1138271-1133402   11.640855   -11.561164   25.404   25.114   25.011   24.756   24.595   24.91    24.622   24.409   24.823   0       0       0       0.95    0.91    0.8     0.0    0         
  EDCSNJ1138271-1136573   11.640856   -11.61593    24.883   24.68    24.572   24.636   24.444   24.535   24.745   24.249   24.897   0       0       0       0.97    0.98    0.96    0.0    0         
  EDCSNJ1138271-1136120   11.640852   -11.603326   26.737   26.308   25.995   27.035   25.94    26.925   99.0     25.227   99.0     0       0       0       0.7     0.68    0.53    0.0    0         
  EDCSNJ1138271-1136531   11.640851   -11.61476    26.83    25.525   25.244   27.027   25.324   25.358   29.32    24.868   25.632   0       0       0       0.56    0.94    0.71    0.0    0         
  EDCSNJ1138271-1134440   11.64085    -11.57888    24.404   23.752   22.96    23.888   23.297   22.558   23.779   23.225   22.58    0       0       0       0.07    0.03    0.03    0.0    0         
  EDCSNJ1138270-1131173   11.640838   -11.521485   25.805   26.315   25.204   25.651   99.0     24.66    25.168   99.0     24.377   0       0       0       0.94    0.68    0.7     0.0    0         
  EDCSNJ1138270-1133212   11.640844   -11.555876   23.09    22.424   21.872   22.982   22.251   21.706   22.946   22.211   21.677   0       0       0       0.98    0.98    0.98    0.0    0         
  EDCSNJ1138270-1132150   11.640841   -11.537503   20.7     19.782   18.512   20.586   19.63    18.348   20.568   19.601   18.317   2       2       2       0.99    1.0     1.0     0.0    0         
  EDCSNJ1138270-1134117   11.640845   -11.569918   25.457   25.207   24.628   25.41    25.055   24.952   25.318   25.105   25.914   0       0       0       0.95    0.93    0.95    0.0    0         
  EDCSNJ1138270-1136177   11.640837   -11.604927   23.724   22.94    22.357   23.353   22.465   21.918   23.244   22.301   21.82    0       0       0       0.91    0.04    0.04    0.0    0         
  EDCSNJ1138270-1136200   11.640831   -11.605552   26.448   25.999   25.396   26.271   25.415   25.483   26.605   24.994   26.347   1       1       1       0.6     0.6     0.6     0.0    0         
  EDCSNJ1138270-1135039   11.640829   -11.584418   26.159   26.102   25.883   25.824   26.441   25.536   25.43    26.535   25.274   0       0       0       0.7     0.52    0.52    0.0    0         
  EDCSNJ1138270-1133364   11.640826   -11.560125   24.309   23.748   23.106   24.146   23.504   22.884   24.036   23.305   22.831   0       0       0       0.98    0.98    0.98    0.0    0         
  EDCSNJ1138270-1134542   11.640826   -11.581724   26.172   26.169   25.57    26.149   26.276   25.675   26.002   26.776   99.0     0       0       0       0.91    0.69    0.49    0.0    0         
  EDCSNJ1138269-1132073   11.640814   -11.535364   24.762   24.455   24.145   24.448   24.115   23.627   24.267   23.885   23.355   0       0       0       0.97    0.96    0.84    0.0    0         
  EDCSNJ1138269-1132113   11.640812   -11.536486   25.414   24.698   23.912   25.183   24.16    23.383   24.874   23.834   23.01    3       3       3       0.95    0.33    0.45    0.0    0         
  EDCSNJ1138269-1131298   11.64081    -11.524947   26.312   25.671   24.699   26.26    25.809   24.22    25.641   26.34    23.87    0       0       0       0.59    0.92    0.11    0.0    0         
  EDCSNJ1138269-1137582   11.640816   -11.632834   24.075   23.339   22.749   23.648   22.902   22.432   23.459   22.675   22.401   2       2       2       0.96    0.06    0.12    0.0    0         
  EDCSNJ1138269-1133103   11.640811   -11.552856   26.547   26.043   25.254   26.459   25.521   25.151   25.672   24.741   24.844   0       0       0       0.6     0.71    0.74    0.0    0         
  EDCSNJ1138269-1131164   11.640802   -11.521232   26.947   27.666   25.11    25.784   99.0     24.308   25.167   99.0     23.776   0       0       0       0.42    0.4     0.53    0.0    0         
  EDCSNJ1138269-1131469   11.640803   -11.529684   25.68    25.07    23.964   25.812   24.853   23.841   25.76    24.694   23.601   0       0       0       0.94    0.91    0.28    0.0    0         
  EDCSNJ1138269-1137542   11.640809   -11.631723   25.899   25.873   25.33    25.795   25.85    25.137   25.195   25.195   24.63    0       0       0       0.94    0.94    0.74    0.0    0         
  EDCSNJ1138269-1131202   11.6408     -11.522284   26.26    26.176   24.681   25.598   26.858   24.186   25.634   99.0     23.856   0       0       0       0.56    0.42    0.09    0.0    0         
  EDCSNJ1138269-1136594   11.640809   -11.616498   24.615   24.384   24.155   24.117   23.852   23.85    24.062   23.754   23.97    0       0       0       0.77    0.18    0.03    0.0    0         
  EDCSNJ1138269-1131390   11.640799   -11.527513   25.084   24.167   23.177   24.616   23.808   22.82    24.576   23.87    22.799   2       2       2       0.54    0.04    0.04    0.0    0         
  EDCSNJ1138269-1132571   11.640803   -11.549208   25.549   25.189   24.998   25.244   24.853   24.46    25.188   24.725   24.279   0       0       0       0.95    0.2     0.66    0.0    0         
  EDCSNJ1138269-1135235   11.640806   -11.589855   26.102   25.612   24.77    26.135   25.45    24.599   26.599   25.113   25.288   0       0       0       0.68    0.69    0.94    0.0    0         
  EDCSNJ1138269-1134333   11.640804   -11.575912   26.248   25.804   25.369   26.235   25.61    25.854   26.021   24.974   25.575   0       0       0       0.69    0.7     0.51    0.0    0         
  EDCSNJ1138269-1137431   11.640803   -11.628647   19.638   18.723   17.559   19.508   18.55    17.364   19.47    18.511   17.322   3       3       3       1.0     1.0     1.0     0.0    0         
  EDCSNJ1138269-1134390   11.640802   -11.577509   24.75    24.636   24.145   24.412   24.493   23.997   24.4     24.599   24.149   0       0       0       0.97    0.8     0.64    0.0    0         
  EDCSNJ1138269-1135543   11.640802   -11.59842    26.61    25.663   24.589   26.222   25.167   24.201   26.423   25.179   24.745   0       0       0       0.62    0.16    0.11    0.0    0         
  EDCSNJ1138269-1135570   11.640802   -11.599167   25.026   24.102   23.521   24.905   23.86    23.213   24.956   23.708   23.187   0       0       0       0.97    0.8     0.97    0.0    0         
  EDCSNJ1138269-1134040   11.640799   -11.567765   24.95    24.559   24.135   24.475   23.886   23.313   24.018   23.37    22.641   3       3       3       0.96    0.84    0.79    0.0    0         
  EDCSNJ1138269-1135271   11.640799   -11.590863   26.378   26.069   25.783   25.877   25.52    25.788   25.893   25.142   25.152   2       2       2       0.55    0.63    0.52    0.0    0         
  EDCSNJ1138269-1137234   11.640797   -11.623159   24.64    24.042   23.355   24.06    23.407   22.766   23.585   22.944   22.277   3       3       3       0.03    0.02    0.03    0.0    0         
  EDCSNJ1138268-1132238   11.640788   -11.539957   24.436   23.538   22.612   24.078   23.113   22.175   23.847   22.896   21.969   2       2       2       0.98    0.08    0.16    0.0    0         
  EDCSNJ1138269-1136090   11.640793   -11.602491   23.799   23.38    22.498   23.467   22.95    21.987   23.45    22.817   21.928   3       3       3       0.98    0.04    0.04    0.0    0         
  EDCSNJ1138268-1132343   11.640784   -11.542873   26.302   25.843   25.06    26.527   25.938   24.946   26.817   26.567   25.312   0       0       0       0.76    0.22    0.77    0.0    0         
  EDCSNJ1138268-1135165   11.640788   -11.587911   26.084   25.279   24.713   26.078   25.007   24.606   26.458   24.869   24.973   0       0       0       0.8     0.88    0.96    0.0    0         
  EDCSNJ1138268-1131374   11.640778   -11.527069   26.081   25.455   24.81    25.926   25.015   24.584   25.721   24.866   24.747   3       3       3       0.88    0.92    0.93    0.0    0         
  EDCSNJ1138268-1137502   11.640784   -11.6306     26.492   25.818   25.333   26.501   25.302   24.818   26.809   25.096   24.242   0       0       0       0.6     0.51    0.79    0.0    0         
  EDCSNJ1138268-1136491   11.640785   -11.613631   24.063   22.904   21.565   23.703   22.484   21.197   23.54    22.306   21.077   0       0       0       0.98    0.1     0.76    0.0    0         
  EDCSNJ1138268-1137576   11.640783   -11.632654   25.242   24.459   24.116   24.917   24.007   24.061   24.556   23.714   24.083   3       3       3       0.97    0.75    0.97    0.0    0         
  EDCSNJ1138268-1131412   11.640775   -11.528117   26.19    25.721   24.752   26.028   25.33    24.59    25.715   25.397   24.787   3       3       3       0.76    0.85    0.94    0.0    0         
  EDCSNJ1138268-1136577   11.640778   -11.616039   24.802   24.367   24.098   24.433   24.02    23.817   24.093   23.749   23.811   0       0       0       0.98    0.6     0.74    0.0    0         
  EDCSNJ1138268-1135051   11.640777   -11.584741   26.24    26.413   25.985   26.185   26.487   25.682   25.813   26.73    24.976   0       0       0       0.69    0.55    0.45    0.0    0         
  EDCSNJ1138268-1132253   11.640766   -11.540368   24.957   24.678   24.147   24.754   24.281   23.93    24.478   23.97    23.985   3       3       3       0.97    0.95    0.58    0.0    0         
  EDCSNJ1138268-1132591   11.640766   -11.549748   27.201   26.423   25.849   27.321   26.037   25.596   26.488   25.241   25.371   0       0       0       0.54    0.51    0.5     0.0    0         
  EDCSNJ1138268-1136004   11.640769   -11.600116   25.01    24.856   24.486   24.92    24.736   24.272   24.814   24.649   24.216   0       0       0       0.97    0.85    0.97    0.0    0         
  EDCSNJ1138267-1135310   11.640762   -11.591936   23.544   23.104   22.55    23.436   22.956   22.388   23.424   22.906   22.329   0       0       0       0.98    0.98    0.98    0.0    0         
  EDCSNJ1138267-1137340   11.640759   -11.626123   23.932   23.311   22.749   22.759   22.134   21.557   22.158   21.53    20.947   3       3       3       0.03    0.03    0.03    0.0    0         
  EDCSNJ1138267-1132080   11.640751   -11.535543   26.345   25.646   24.595   25.903   25.383   24.451   25.526   25.128   24.041   0       0       0       0.74    0.95    0.96    0.0    0         
  EDCSNJ1138267-1136537   11.640759   -11.614926   26.122   25.189   24.564   25.623   24.57    24.081   24.911   24.197   23.596   3       3       3       0.75    0.93    0.97    0.0    0         
  EDCSNJ1138267-1132451   11.640753   -11.545851   26.47    25.825   25.577   26.182   25.458   25.575   26.011   25.055   25.533   0       0       0       0.66    0.76    0.56    0.0    0         
  EDCSNJ1138267-1133209   11.640753   -11.555809   25.669   24.877   24.431   25.356   24.538   24.106   24.915   24.207   23.809   0       0       0       0.94    0.79    0.95    0.0    0         
  EDCSNJ1138267-1131496   11.640748   -11.530437   25.25    24.646   23.768   25.042   24.35    23.424   25.014   24.429   23.366   0       0       0       0.95    0.98    0.98    0.0    0         
  EDCSNJ1138267-1136091   11.640756   -11.60252    24.348   23.616   22.752   23.912   23.191   22.355   23.809   23.067   22.243   3       3       3       0.97    0.05    0.41    0.0    0         
  EDCSNJ1138267-1131306   11.640745   -11.525173   25.706   25.257   25.176   25.36    24.895   25.362   25.205   24.619   25.347   0       0       0       0.94    0.94    0.93    0.0    0         
  EDCSNJ1138267-1134475   11.640749   -11.579856   25.281   25.111   24.846   25.165   24.935   24.889   25.092   24.824   24.906   0       0       0       0.96    0.88    0.94    0.0    0         
  EDCSNJ1138267-1132293   11.640742   -11.541482   26.066   25.644   25.447   25.79    25.413   25.214   25.631   25.239   25.01    0       0       0       0.85    0.82    0.59    0.0    0         
  EDCSNJ1138267-1137119   11.640741   -11.619974   26.294   25.569   25.022   25.928   25.143   24.878   25.666   24.794   25.078   2       2       2       0.59    0.86    0.69    0.0    0         
  EDCSNJ1138267-1136415   11.640741   -11.611521   24.051   23.421   22.708   23.702   23.024   22.372   23.599   22.898   22.282   3       3       3       0.98    0.35    0.95    0.0    0         
  EDCSNJ1138267-1136432   11.640741   -11.612002   25.232   25.072   24.704   24.747   24.392   24.02    24.408   23.986   23.58    3       3       3       0.96    0.95    0.92    0.0    0         
  EDCSNJ1138266-1135017   11.640736   -11.583806   24.892   24.604   24.129   24.783   24.336   23.781   24.715   24.227   23.609   2       2       2       0.97    0.98    0.97    0.0    0         
  EDCSNJ1138266-1134149   11.640734   -11.570792   26.7     26.061   25.041   26.465   26.232   24.696   26.707   25.771   24.171   3       3       3       0.55    0.72    0.75    0.0    0         
  EDCSNJ1138266-1132148   11.640728   -11.537439   27.127   26.117   25.273   26.592   25.312   24.381   25.978   24.768   23.782   0       0       0       0.62    0.34    0.04    0.0    0         
  EDCSNJ1138266-1131217   11.640725   -11.522689   26.998   26.684   25.479   26.655   25.674   25.124   26.29    26.463   25.628   0       0       0       0.62    0.6     0.29    0.0    0         
  EDCSNJ1138266-1136553   11.640734   -11.615358   26.029   25.85    25.116   25.688   26.108   25.084   25.236   25.174   24.581   3       3       3       0.75    0.89    0.78    0.0    0         
  EDCSNJ1138266-1135381   11.640727   -11.593905   23.18    22.439   21.909   22.606   21.86    21.358   22.514   21.765   21.294   0       0       0       0.03    0.03    0.03    0.0    0         
  EDCSNJ1138266-1137068   11.640721   -11.618544   21.787   21.313   20.82    21.544   21.024   20.535   21.514   20.986   20.487   0       0       0       0.98    0.97    0.98    0.0    0         
  EDCSNJ1138266-1135228   11.640721   -11.589659   25.662   25.283   24.982   25.764   25.282   24.759   25.671   25.079   25.024   0       0       0       0.94    0.94    0.83    0.0    0         
  EDCSNJ1138266-1136538   11.640719   -11.614947   25.372   24.538   23.708   25.024   24.163   23.376   24.743   23.904   23.105   3       3       3       0.95    0.76    0.97    0.0    0         
  EDCSNJ1138265-1131143   11.640707   -11.520651   25.481   25.595   24.757   25.093   27.306   24.577   24.709   99.0     24.272   0       0       0       0.96    0.89    0.95    0.0    0         
  EDCSNJ1138266-1133565   11.640714   -11.565683   20.125   19.39    18.701   19.64    18.878   18.191   19.486   18.717   18.028   3       3       3       0.25    0.08    0.16    0.0    0         
  EDCSNJ1138266-1132467   11.640709   -11.546311   26.382   26.119   25.703   26.078   25.656   25.531   25.778   25.219   25.336   0       0       0       0.74    0.71    0.49    0.0    0         
  EDCSNJ1138266-1135008   11.640714   -11.583566   26.389   25.809   25.009   26.252   25.724   24.763   26.464   25.329   24.514   3       3       3       0.69    0.77    0.83    0.0    0         
  EDCSNJ1138266-1133462   11.64071    -11.562842   26.194   25.62    24.937   25.47    24.858   24.23    24.985   24.387   23.74    1       1       1       0.58    0.16    0.53    0.0    0         
  EDCSNJ1138266-1136459   11.640712   -11.612751   26.347   26.001   25.158   25.778   25.212   24.373   25.251   24.482   23.871   0       0       0       0.51    0.73    0.8     0.0    0         
  EDCSNJ1138265-1132261   11.640705   -11.540572   25.83    25.532   25.57    25.507   25.088   25.355   25.093   24.695   24.806   3       3       3       0.92    0.93    0.77    0.0    0         
  EDCSNJ1138266-1135541   11.640711   -11.598354   26.099   25.511   25.392   25.677   25.091   25.35    25.536   24.84    25.558   0       0       0       0.75    0.89    0.58    0.0    0         
  EDCSNJ1138266-1134443   11.64071    -11.578971   25.064   24.253   23.704   24.769   23.912   23.33    24.499   23.751   23.076   0       0       0       0.96    0.98    0.97    0.0    0         
  EDCSNJ1138266-1136526   11.640711   -11.614607   25.96    24.955   24.073   25.332   24.314   23.466   24.986   23.988   23.14    3       3       3       0.6     0.08    0.06    0.0    0         
  EDCSNJ1138265-1132274   11.640704   -11.540957   25.672   25.35    24.994   25.412   25.014   24.762   24.818   24.47    24.296   2       2       2       0.95    0.94    0.89    0.0    0         
  EDCSNJ1138265-1136173   11.640707   -11.604807   26.877   26.441   25.214   26.269   26.127   25.049   25.871   25.549   24.868   0       0       0       0.6     0.65    0.49    0.0    0         
  EDCSNJ1138265-1137391   11.640704   -11.62754    24.599   23.466   22.373   24.065   22.975   21.858   23.597   22.647   21.533   3       3       3       0.21    0.03    0.04    0.0    0         
  EDCSNJ1138265-1135147   11.640701   -11.58743    24.478   24.275   23.888   24.19    23.926   23.493   24.172   23.895   23.475   0       0       0       0.98    0.73    0.29    0.0    0         
  EDCSNJ1138265-1136293   11.640701   -11.608126   24.753   24.402   23.939   24.484   24.1     23.692   24.565   24.031   23.7     0       0       0       0.98    0.55    0.96    0.0    0         
  EDCSNJ1138265-1134154   11.640697   -11.570931   25.247   24.458   23.777   24.846   24.04    23.255   24.637   23.895   22.983   2       2       2       0.96    0.49    0.64    0.0    0         
  EDCSNJ1138265-1133214   11.64069    -11.555941   26.227   25.493   24.727   25.492   24.72    24.333   25.217   24.326   24.093   0       0       0       0.69    0.16    0.9     0.0    0         
  EDCSNJ1138265-1135171   11.640691   -11.588077   25.828   25.332   24.449   25.676   25.068   24.309   25.529   24.873   24.313   0       0       0       0.92    0.96    0.96    0.0    0         
  EDCSNJ1138265-1134090   11.640689   -11.569167   23.689   22.52    21.085   23.325   22.14    20.713   23.207   22.049   20.617   2       2       2       0.98    0.43    0.73    0.0    0         
  EDCSNJ1138265-1132549   11.640684   -11.548596   25.176   24.955   24.545   24.951   24.541   24.092   24.795   24.354   24.036   0       0       0       0.97    0.84    0.94    0.0    0         
  EDCSNJ1138264-1131584   11.640674   -11.532881   26.186   25.81    25.028   25.756   25.657   24.514   25.65    25.35    24.494   3       3       3       0.59    0.82    0.46    0.0    0         
  EDCSNJ1138264-1132582   11.640677   -11.549513   25.57    25.049   23.941   25.336   24.921   23.678   25.114   24.69    23.635   0       0       0       0.94    0.98    0.97    0.0    0         
  EDCSNJ1138265-1136421   11.640681   -11.611695   23.945   23.23    22.467   23.739   22.952   22.21    23.692   22.899   22.139   3       3       3       0.98    0.98    0.98    0.0    0         
  EDCSNJ1138264-1133390   11.640675   -11.560826   25.561   24.859   24.324   25.192   24.59    24.027   25.074   24.602   23.934   0       0       0       0.95    0.97    0.96    0.0    0         
  EDCSNJ1138264-1133451   11.640675   -11.562538   25.311   24.684   24.119   25.094   24.417   23.907   24.97    24.254   23.6     3       3       3       0.96    0.98    0.98    0.0    0         
  EDCSNJ1138264-1133470   11.640672   -11.563065   24.596   24.349   24.039   24.263   23.944   23.443   24.032   23.664   23.043   3       3       3       0.93    0.15    0.04    0.0    0         
  EDCSNJ1138264-1134122   11.640672   -11.570042   24.285   23.622   23.109   23.956   23.274   22.725   23.898   23.217   22.619   3       3       3       0.56    0.05    0.04    0.0    0         
  EDCSNJ1138264-1134386   11.640671   -11.577394   22.327   21.334   20.527   21.653   20.691   19.937   21.412   20.481   19.743   3       3       3       0.03    0.03    0.03    0.0    0         
  EDCSNJ1138264-1131447   11.640661   -11.529079   24.764   24.503   24.226   24.651   24.327   24.187   24.532   24.322   24.152   0       0       0       0.97    0.97    0.97    0.0    0         
  EDCSNJ1138264-1131487   11.640659   -11.530199   26.473   26.069   25.62    26.012   25.523   25.302   25.557   25.378   25.45    0       0       0       0.49    0.59    0.44    0.0    0         
  EDCSNJ1138264-1134517   11.64066    -11.581031   27.155   27.26    25.458   26.405   25.868   25.28    26.677   25.907   25.535   0       0       0       0.62    0.39    0.65    0.0    0         
  EDCSNJ1138263-1132249   11.640651   -11.540263   25.201   24.785   23.832   24.824   24.434   23.532   24.694   24.265   23.469   0       0       0       0.98    0.1     0.76    0.0    0         
  EDCSNJ1138264-1134323   11.640655   -11.575625   22.723   21.942   21.325   22.126   21.324   20.722   22.049   21.224   20.605   3       3       3       0.11    0.03    0.03    0.0    0         
  EDCSNJ1138264-1134206   11.640653   -11.572386   25.046   24.665   23.992   24.768   24.431   23.817   24.666   24.277   23.798   0       0       0       0.96    0.98    0.97    0.0    0         
  EDCSNJ1138263-1133545   11.640652   -11.565126   22.467   21.825   21.2     21.787   21.127   20.496   21.605   20.944   20.311   3       3       3       0.03    0.03    0.03    0.0    0         
  EDCSNJ1138263-1137573   11.640651   -11.632591   25.615   25.483   25.037   25.403   25.128   24.906   25.473   25.026   26.165   2       2       2       0.95    0.95    0.78    0.0    0         
  EDCSNJ1138263-1136061   11.640651   -11.601691   26.796   26.263   25.54    26.685   25.838   25.065   26.544   25.82    25.124   0       0       0       0.56    0.73    0.59    0.0    0         
  EDCSNJ1138263-1131589   11.640639   -11.533029   25.458   25.131   24.612   25.115   24.783   24.102   24.935   24.65    23.953   2       2       2       0.95    0.91    0.89    0.0    0         
  EDCSNJ1138263-1137068   11.640643   -11.618559   26.721   26.687   25.26    26.014   25.779   24.708   25.936   25.365   24.628   0       0       0       0.63    0.47    0.57    0.0    0         
  EDCSNJ1138263-1132294   11.640635   -11.541506   25.479   25.301   24.995   25.145   24.907   24.601   25.087   24.932   24.698   0       0       0       0.95    0.67    0.88    0.0    0         
  EDCSNJ1138263-1133031   11.640631   -11.550873   26.296   25.588   25.27    26.147   25.389   25.057   26.206   25.385   24.769   0       0       0       0.55    0.92    0.56    0.0    0         
  EDCSNJ1138262-1137427   11.640616   -11.628521   24.251   24.025   23.468   24.061   23.737   23.169   24.002   23.722   23.016   0       0       0       0.98    0.97    0.98    0.0    0         
  EDCSNJ1138262-1135557   11.640616   -11.598812   25.342   24.912   24.279   24.798   24.403   23.929   24.749   24.31    23.878   0       0       0       0.9     0.03    0.05    0.0    0         
  EDCSNJ1138262-1137226   11.640615   -11.622954   26.501   25.917   25.278   26.769   25.644   25.166   26.995   25.812   24.816   0       0       0       0.71    0.79    0.68    0.0    0         
  EDCSNJ1138262-1134013   11.640612   -11.567026   24.769   24.261   23.477   23.945   23.438   22.637   23.486   22.924   22.141   3       3       3       0.03    0.02    0.02    0.0    0         
  EDCSNJ1138262-1135058   11.64061    -11.58495    25.755   25.312   24.7     25.381   24.91    24.327   25.072   24.712   24.037   2       2       2       0.84    0.7     0.53    0.0    0         
  EDCSNJ1138262-1137476   11.640609   -11.629881   26.895   25.901   24.568   26.131   25.524   24.27    26.167   25.109   24.055   0       0       0       0.62    0.85    0.97    0.0    0         
  EDCSNJ1138262-1136390   11.64061    -11.61083    25.776   24.769   24.313   25.482   24.487   23.977   25.502   24.511   24.079   0       0       0       0.92    0.82    0.97    0.0    0         
  EDCSNJ1138262-1133143   11.640601   -11.553969   25.325   24.634   24.251   24.956   24.28    23.949   24.889   24.112   23.815   3       3       3       0.96    0.66    0.33    0.0    0         
  EDCSNJ1138262-1133160   11.640599   -11.554437   24.649   23.989   23.443   24.428   23.703   23.144   24.355   23.574   23.047   3       3       3       0.98    0.55    0.88    0.0    0         
