# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   col17   col18   wmin   Starflag  
  EDCSNJ1138187-1137186   11.638526   -11.621829   24.008   23.683   23.014   23.864   23.491   22.79    23.827   23.497   22.717   0       0       0       0.98    0.92    0.97    0.12   0         
  EDCSNJ1138187-1134290   11.638524   -11.574719   24.395   24.147   23.573   23.687   23.434   22.875   23.539   23.28    22.758   0       0       0       0.42    0.03    0.27    0.96   0         
  EDCSNJ1138186-1132451   11.638503   -11.545873   24.594   24.224   23.799   24.326   23.896   23.478   24.196   23.787   23.414   0       0       0       0.98    0.7     0.66    0.97   0         
  EDCSNJ1138186-1135089   11.638506   -11.585798   23.407   22.213   21.027   23.07    21.857   20.678   22.956   21.742   20.561   3       3       3       0.98    0.71    0.86    0.99   0         
  EDCSNJ1138186-1136009   11.638502   -11.600239   25.526   25.316   25.099   25.403   25.197   24.839   25.426   25.065   24.491   0       0       0       0.95    0.94    0.64    0.69   0         
  EDCSNJ1138186-1136538   11.638501   -11.614941   25.476   25.255   24.939   25.179   25.174   24.685   25.156   25.323   25.087   0       0       0       0.96    0.9     0.88    0.4    0         
  EDCSNJ1138186-1131467   11.638492   -11.52964    25.087   24.83    23.969   24.892   24.479   23.56    24.818   24.185   23.426   0       0       0       0.96    0.06    0.25    0.5    0         
  EDCSNJ1138185-1131138   11.638486   -11.52051    23.65    22.873   21.879   23.036   22.266   21.339   22.956   22.173   21.265   3       3       3       0.03    0.03    0.09    0.36   0         
  EDCSNJ1138185-1131241   11.638486   -11.52337    25.589   24.991   24.302   25.441   24.837   24.019   25.18    24.678   23.889   0       0       0       0.97    0.98    0.97    0.49   0         
  EDCSNJ1138185-1133039   11.638485   -11.55109    23.807   23.378   22.561   23.37    22.903   22.074   23.341   22.843   22.027   0       0       0       0.08    0.03    0.03    0.99   0         
  EDCSNJ1138185-1138014   11.638484   -11.633726   26.2     25.782   24.976   25.876   25.255   25.127   25.64    24.724   25.158   0       0       0       0.52    0.78    0.36    0.0    0         
  EDCSNJ1138185-1132182   11.638481   -11.538384   25.306   24.698   23.571   24.625   24.034   22.928   24.51    23.826   22.817   0       0       0       0.06    0.02    0.02    0.79   0         
  EDCSNJ1138185-1135588   11.638484   -11.599655   26.597   26.083   25.489   25.792   25.517   25.177   25.353   25.134   24.927   0       0       0       0.64    0.69    0.39    0.7    0         
  EDCSNJ1138185-1132103   11.638478   -11.536188   26.628   25.815   25.586   26.606   25.688   25.614   26.092   25.391   25.728   0       0       0       0.54    0.76    0.51    0.68   0         
  EDCSNJ1138185-1133190   11.638478   -11.555267   25.494   24.791   24.157   25.251   24.465   23.88    24.919   24.365   23.715   0       0       0       0.95    0.97    0.98    1.0    0         
  EDCSNJ1138185-1137559   11.638476   -11.632201   24.213   23.345   22.678   23.799   22.907   22.277   23.735   22.812   22.24    0       0       0       0.26    0.06    0.14    0.0    0         
  EDCSNJ1138185-1134379   11.638476   -11.577191   25.395   25.197   25.07    25.238   25.202   25.083   25.354   25.591   24.907   0       0       0       0.96    0.96    0.76    0.99   0         
  EDCSNJ1138185-1137482   11.638475   -11.630062   26.21    25.729   25.035   25.838   25.258   24.593   25.116   24.71    23.933   0       0       0       0.73    0.93    0.7     0.0    0         
  EDCSNJ1138185-1136236   11.638474   -11.606563   24.205   23.332   22.107   23.825   22.94    21.733   23.653   22.787   21.597   3       3       3       0.98    0.41    0.79    0.49   0         
  EDCSNJ1138185-1135192   11.638471   -11.588666   26.189   25.518   25.116   25.784   25.128   24.863   25.662   25.128   25.015   0       0       0       0.59    0.46    0.46    0.98   0         
  EDCSNJ1138185-1137365   11.638468   -11.626806   25.361   24.986   24.11    24.913   24.765   23.842   24.613   24.593   23.578   0       0       0       0.96    0.97    0.97    0.0    0         
  EDCSNJ1138185-1136442   11.638468   -11.612286   25.194   24.962   24.59    25.016   24.781   24.329   24.808   24.644   24.111   0       0       0       0.97    0.95    0.96    0.5    0         
  EDCSNJ1138185-1134417   11.638459   -11.57825    25.917   25.14    24.485   25.878   24.956   24.529   25.704   24.887   24.587   0       0       0       0.92    0.96    0.96    0.98   0         
  EDCSNJ1138185-1135021   11.638459   -11.583913   26.315   25.992   25.205   25.857   25.974   24.635   25.724   26.015   24.361   0       0       0       0.62    0.77    0.62    0.99   0         
  EDCSNJ1138185-1134471   11.638459   -11.579747   25.359   25.116   24.891   25.105   24.847   24.641   25.117   24.908   24.716   0       0       0       0.96    0.96    0.84    0.99   0         
  EDCSNJ1138184-1132242   11.638452   -11.540058   22.813   22.143   21.659   22.428   21.729   21.254   22.361   21.649   21.174   0       0       0       0.74    0.12    0.15    0.84   0         
  EDCSNJ1138184-1136476   11.638449   -11.613225   26.372   25.387   23.205   26.56    25.219   23.082   26.039   25.038   23.043   0       0       0       0.72    0.95    0.98    0.48   1         
  EDCSNJ1138184-1131138   11.638442   -11.520509   24.444   24.002   23.276   24.298   23.838   23.197   24.234   23.79    23.258   3       3       3       0.98    0.97    0.98    0.36   0         
  EDCSNJ1138184-1136272   11.638447   -11.607557   21.175   20.614   20.107   21.062   20.464   19.941   21.055   20.448   19.913   3       3       3       1.0     0.99    0.99    0.49   1         
  EDCSNJ1138184-1135289   11.638445   -11.591374   25.252   24.854   23.847   24.998   24.35    23.312   24.606   23.887   22.871   3       3       3       0.98    0.11    0.04    0.99   0         
  EDCSNJ1138184-1135357   11.638444   -11.593255   19.9     18.909   17.515   19.791   18.764   17.357   19.766   18.738   17.325   2       2       2       1.0     0.99    1.0     0.96   0         
  EDCSNJ1138184-1131161   11.638438   -11.521133   23.56    22.412   21.587   23.267   22.119   21.325   23.215   22.071   21.32    3       3       3       0.98    0.96    0.98    0.38   0         
  EDCSNJ1138184-1131461   11.638438   -11.52947    25.259   25.047   24.76    24.844   24.538   24.051   24.681   24.331   23.815   0       0       0       0.95    0.96    0.94    0.5    0         
  EDCSNJ1138184-1131432   11.638435   -11.528672   24.975   24.212   23.076   24.671   23.948   22.775   24.487   23.794   22.711   0       0       0       0.97    0.85    0.95    0.5    0         
  EDCSNJ1138184-1135171   11.638435   -11.588094   26.865   26.122   25.508   26.024   25.335   25.244   25.483   24.826   24.925   0       0       0       0.62    0.53    0.59    0.99   0         
  EDCSNJ1138184-1136408   11.638434   -11.611341   26.751   26.378   25.108   26.334   26.187   25.049   26.258   25.982   25.356   0       0       0       0.65    0.65    0.83    0.49   0         
  EDCSNJ1138183-1131222   11.638419   -11.522821   23.29    22.597   22.125   22.916   22.192   21.734   22.865   22.133   21.665   0       0       0       0.76    0.1     0.29    0.47   0         
  EDCSNJ1138183-1137313   11.638423   -11.625374   26.986   26.42    25.79    27.34    26.291   26.111   27.206   26.496   26.126   0       0       0       0.63    0.54    0.5     0.0    0         
  EDCSNJ1138183-1136317   11.638423   -11.608811   24.622   24.322   24.002   24.065   23.788   23.382   24.009   23.692   23.14    3       3       3       0.68    0.04    0.04    0.49   0         
  EDCSNJ1138183-1137459   11.638417   -11.629407   27.221   26.012   24.215   27.093   25.869   24.176   27.889   25.663   24.276   0       0       0       0.64    0.81    0.95    0.0    0         
  EDCSNJ1138183-1132043   11.638412   -11.534533   26.005   25.839   25.367   26.109   25.974   25.915   25.886   26.018   26.048   0       0       0       0.86    0.84    0.51    0.63   0         
  EDCSNJ1138183-1135486   11.638414   -11.596838   24.126   23.283   22.476   23.845   23.0     22.185   23.806   22.948   22.077   0       0       0       0.98    0.81    0.89    0.81   0         
  EDCSNJ1138183-1135428   11.638413   -11.595215   26.742   26.197   25.023   26.157   25.725   24.143   26.125   25.427   23.714   1       1       1       0.57    0.63    0.0     0.89   0         
  EDCSNJ1138183-1135268   11.63841    -11.590778   22.994   21.837   20.962   22.709   21.547   20.671   22.579   21.462   20.588   3       3       3       0.98    0.96    0.96    1.0    0         
  EDCSNJ1138183-1136167   11.638409   -11.604644   23.127   21.989   21.088   22.488   21.357   20.495   22.271   21.137   20.294   3       3       3       0.03    0.03    0.03    0.5    0         
  EDCSNJ1138183-1135160   11.638409   -11.587766   25.691   25.447   25.204   25.173   24.87    25.02    25.123   24.733   25.273   0       0       0       0.84    0.89    0.39    0.99   0         
  EDCSNJ1138182-1137414   11.638401   -11.628179   26.94    26.596   25.997   26.503   26.036   25.56    26.73    25.976   26.144   0       0       0       0.6     0.47    0.5     0.0    0         
  EDCSNJ1138182-1137266   11.638399   -11.624058   24.71    24.442   24.227   24.657   24.306   24.184   24.677   24.325   24.262   0       0       0       0.97    0.98    0.96    0.02   0         
  EDCSNJ1138182-1132279   11.638391   -11.541079   28.562   26.536   23.55    26.926   26.624   23.392   26.745   26.031   23.291   0       0       0       0.39    0.56    0.97    0.89   1         
  EDCSNJ1138182-1131477   11.638379   -11.529906   26.343   26.085   25.393   25.756   25.539   25.532   24.942   24.813   24.591   0       0       0       0.69    0.57    0.57    0.5    0         
  EDCSNJ1138182-1132577   11.638381   -11.54937    24.631   24.45    24.095   24.512   24.289   23.972   24.59    24.276   24.217   0       0       0       0.98    0.93    0.94    1.0    0         
  EDCSNJ1138182-1136343   11.638382   -11.609523   27.433   26.457   25.506   26.801   26.637   25.04    26.209   26.401   24.788   0       0       0       0.61    0.53    0.61    0.48   0         
  EDCSNJ1138182-1132080   11.638377   -11.535563   25.582   25.588   25.163   25.235   25.367   25.152   25.036   24.897   25.162   0       0       0       0.95    0.93    0.7     0.66   0         
  EDCSNJ1138182-1136023   11.638381   -11.60063    27.955   27.144   25.67    28.548   26.895   25.432   28.191   26.759   25.149   0       0       0       0.49    0.4     0.48    0.66   0         
  EDCSNJ1138182-1136265   11.63838    -11.607366   23.079   21.857   20.405   22.655   21.406   19.978   22.523   21.258   19.843   3       3       3       0.91    0.09    0.46    0.48   0         
  EDCSNJ1138182-1136452   11.638379   -11.612553   25.234   24.851   24.008   24.564   24.207   23.382   24.492   24.139   23.265   0       0       0       0.03    0.01    0.01    0.49   0         
  EDCSNJ1138182-1137210   11.638378   -11.622497   25.227   24.791   24.368   25.111   24.53    24.111   24.883   24.38    23.805   0       0       0       0.96    0.97    0.96    0.11   0         
  EDCSNJ1138182-1136079   11.638377   -11.602189   25.4     25.208   24.745   25.118   24.905   24.348   25.212   24.875   24.494   0       0       0       0.96    0.81    0.92    0.61   0         
  EDCSNJ1138181-1137355   11.638367   -11.626515   25.112   24.647   24.174   24.933   24.484   23.886   24.746   24.387   23.645   0       0       0       0.96    0.97    0.96    0.0    0         
  EDCSNJ1138181-1132099   11.638363   -11.536086   25.336   25.013   24.601   25.009   24.642   24.446   24.841   24.461   24.374   0       0       0       0.97    0.53    0.8     0.68   0         
  EDCSNJ1138181-1135378   11.638364   -11.593821   24.04    23.681   22.812   23.8     23.378   22.413   23.787   23.349   22.389   3       3       3       0.97    0.11    0.03    0.94   0         
  EDCSNJ1138181-1135054   11.638362   -11.584824   24.271   24.046   23.746   24.148   23.868   23.497   24.125   23.869   23.484   0       0       0       0.98    0.98    0.98    0.99   0         
  EDCSNJ1138181-1136226   11.638362   -11.606284   26.442   26.068   25.726   26.381   25.936   24.851   25.979   25.448   24.531   1       1       1       0.73    0.61    0.5     0.49   0         
  EDCSNJ1138181-1136159   11.638361   -11.604423   22.702   21.69    20.835   22.332   21.28    20.45    22.262   21.211   20.382   3       3       3       0.98    0.29    0.86    0.5    0         
  EDCSNJ1138181-1135395   11.638356   -11.594309   24.113   23.401   22.733   23.792   23.062   22.277   23.736   23.029   22.105   3       3       3       0.76    0.09    0.03    0.91   0         
  EDCSNJ1138181-1131491   11.638349   -11.530317   26.011   25.69    24.889   25.772   25.383   24.607   25.505   25.171   24.738   0       0       0       0.85    0.9     0.9     0.5    0         
  EDCSNJ1138181-1137592   11.63835    -11.633101   25.207   24.747   24.479   24.888   24.39    24.347   24.848   24.221   24.785   0       0       0       0.96    0.96    0.97    0.0    0         
  EDCSNJ1138180-1131202   11.638343   -11.522279   26.538   25.574   25.098   25.887   24.9     24.707   25.41    24.608   24.282   0       0       0       0.61    0.88    0.63    0.44   0         
  EDCSNJ1138180-1132018   11.638344   -11.533832   24.584   24.295   23.977   24.152   23.799   23.498   24.092   23.748   23.442   0       0       0       0.92    0.25    0.66    0.6    0         
  EDCSNJ1138180-1134397   11.638347   -11.5777     27.188   25.934   25.166   27.22    25.917   24.925   27.108   25.941   24.662   0       0       0       0.52    0.28    0.4     0.99   0         
  EDCSNJ1138180-1135228   11.638345   -11.589676   24.657   24.393   24.055   24.328   23.994   23.622   24.282   23.842   23.531   0       0       0       0.98    0.79    0.31    1.0    0         
  EDCSNJ1138180-1132390   11.638342   -11.544153   24.853   24.569   24.438   24.735   24.364   24.418   24.814   24.272   24.405   0       0       0       0.98    0.91    0.95    0.99   0         
  EDCSNJ1138180-1136511   11.638342   -11.614196   24.964   24.585   24.16    24.843   24.451   23.88    24.918   24.553   23.852   0       0       0       0.96    0.97    0.96    0.42   0         
  EDCSNJ1138180-1133217   11.638335   -11.556031   26.427   26.163   25.18    25.902   25.825   24.507   25.94    26.034   24.255   1       1       1       0.75    0.01    0.02    0.99   0         
  EDCSNJ1138180-1134257   11.638336   -11.57381    23.596   22.968   22.447   23.48    22.807   22.297   23.479   22.758   22.297   0       0       0       0.98    0.98    0.98    1.0    0         
  EDCSNJ1138180-1133166   11.638333   -11.554623   23.229   22.237   20.761   23.092   22.087   20.604   22.961   22.005   20.544   3       3       3       0.98    0.98    0.99    0.99   1         
  EDCSNJ1138180-1136133   11.638328   -11.603682   25.753   25.178   24.334   25.38    24.666   23.839   25.162   24.414   23.613   3       3       3       0.94    0.01    0.12    0.53   0         
  EDCSNJ1138180-1133074   11.638322   -11.552043   25.271   24.66    24.262   25.081   24.312   24.064   24.988   24.274   24.148   0       0       0       0.96    0.74    0.82    1.0    0         
  EDCSNJ1138180-1134136   11.638323   -11.570442   25.675   25.524   25.319   25.505   25.393   24.955   25.345   25.191   24.694   0       0       0       0.95    0.94    0.76    0.99   0         
  EDCSNJ1138180-1135179   11.638323   -11.588302   26.616   26.123   25.895   27.142   25.971   26.053   26.882   25.941   25.893   0       0       0       0.7     0.72    0.64    0.99   0         
  EDCSNJ1138179-1131417   11.638319   -11.528256   26.231   25.499   25.089   25.66    25.121   24.861   25.236   25.023   25.0     0       0       0       0.64    0.91    0.81    0.5    0         
  EDCSNJ1138179-1131191   11.638318   -11.521959   26.706   25.878   25.489   26.503   25.541   26.002   26.255   25.18    26.067   0       0       0       0.63    0.67    0.61    0.42   0         
  EDCSNJ1138180-1136326   11.638322   -11.609065   26.121   25.771   25.359   26.051   25.315   24.962   26.483   25.09    24.43    0       0       0       0.81    0.86    0.7     0.49   0         
  EDCSNJ1138180-1137277   11.63832    -11.624356   25.847   25.442   25.374   25.591   25.3     25.221   25.494   25.652   25.722   0       0       0       0.96    0.94    0.65    0.0    0         
  EDCSNJ1138179-1137239   11.638317   -11.623303   26.156   25.872   24.932   25.826   25.699   24.609   25.538   25.397   24.71    0       0       0       0.69    0.75    0.88    0.07   0         
  EDCSNJ1138179-1136219   11.638317   -11.606092   24.39    24.147   23.748   24.146   23.822   23.345   23.97    23.725   23.281   3       3       3       0.98    0.84    0.84    0.48   0         
  EDCSNJ1138179-1137331   11.638311   -11.62585    25.264   24.865   24.142   25.219   24.845   24.178   25.226   25.077   24.334   0       0       0       0.96    0.97    0.96    0.0    0         
  EDCSNJ1138179-1136598   11.638312   -11.616609   25.904   25.743   25.626   25.486   25.217   25.694   25.564   25.274   25.37    0       0       0       0.69    0.71    0.58    0.34   0         
  EDCSNJ1138179-1134556   11.638309   -11.582122   25.89    24.789   24.157   25.471   24.338   23.87    25.226   24.198   23.662   0       0       0       0.92    0.98    0.97    0.99   0         
  EDCSNJ1138179-1134070   11.638306   -11.568611   25.378   24.93    24.1     25.036   24.636   23.73    24.912   24.46    23.481   0       0       0       0.97    0.11    0.35    0.99   0         
  EDCSNJ1138179-1136024   11.638302   -11.600657   27.186   26.527   25.812   27.543   25.993   25.536   27.241   26.522   25.683   0       0       0       0.63    0.53    0.61    0.66   0         
  EDCSNJ1138179-1131433   11.638298   -11.528703   24.808   24.764   24.471   24.543   24.514   24.343   24.404   24.448   24.29    0       0       0       0.97    0.92    0.95    0.49   0         
  EDCSNJ1138179-1136209   11.6383     -11.605799   24.374   24.165   23.769   24.029   23.899   23.448   23.969   23.714   23.282   3       3       3       0.97    0.5     0.11    0.48   0         
  EDCSNJ1138179-1137472   11.638294   -11.629788   25.773   25.116   24.355   25.671   25.094   24.255   25.79    25.205   24.46    0       0       0       0.93    0.96    0.95    0.0    0         
  EDCSNJ1138179-1135257   11.638294   -11.590484   23.683   22.608   21.532   23.421   22.323   21.269   23.356   22.264   21.206   0       0       0       0.98    0.97    0.98    0.99   0         
  EDCSNJ1138178-1133355   11.63829    -11.559868   22.209   21.096   20.275   21.819   20.697   19.878   21.676   20.592   19.756   3       3       3       0.88    0.33    0.37    1.0    0         
  EDCSNJ1138178-1131331   11.638287   -11.525863   24.952   24.247   23.588   24.817   24.124   23.554   24.831   24.196   23.502   0       0       0       0.96    0.98    0.97    0.5    0         
  EDCSNJ1138178-1133148   11.638284   -11.554108   23.685   23.143   22.427   23.122   22.589   21.878   23.061   22.517   21.773   3       3       3       0.03    0.03    0.03    0.99   0         
  EDCSNJ1138178-1135307   11.638286   -11.591862   26.392   25.813   24.852   26.245   25.438   24.609   26.121   25.403   24.363   0       0       0       0.66    0.13    0.03    0.99   0         
  EDCSNJ1138178-1134416   11.638282   -11.57821    27.072   26.197   25.395   26.299   25.961   25.112   26.231   25.93    24.874   0       0       0       0.61    0.53    0.68    0.99   0         
  EDCSNJ1138178-1135453   11.638281   -11.595918   26.536   25.825   24.405   25.494   24.861   23.713   25.125   24.612   23.459   2       2       2       0.64    0.04    0.01    0.86   0         
  EDCSNJ1138178-1131525   11.638276   -11.531249   25.71    24.977   23.884   25.365   24.763   23.698   24.934   24.434   23.678   0       0       0       0.94    0.97    0.97    0.5    0         
  EDCSNJ1138178-1132015   11.638273   -11.533744   25.993   25.658   25.425   25.806   25.345   24.802   25.846   25.176   24.462   0       0       0       0.9     0.91    0.69    0.59   0         
  EDCSNJ1138178-1132245   11.638272   -11.540144   24.209   24.008   23.779   23.918   23.695   23.441   23.781   23.591   23.415   0       0       0       0.98    0.81    0.93    0.85   0         
  EDCSNJ1138178-1134459   11.638273   -11.579412   25.59    25.291   24.608   25.407   25.049   24.509   25.395   25.045   24.785   0       0       0       0.96    0.62    0.03    0.99   0         
  EDCSNJ1138178-1135345   11.638272   -11.592903   26.991   26.075   25.179   26.649   26.045   24.616   26.947   25.975   24.33    0       0       0       0.52    0.85    0.55    0.99   0         
  EDCSNJ1138177-1132367   11.638255   -11.543535   25.157   24.61    23.931   24.86    24.278   23.608   24.671   24.179   23.625   0       0       0       0.97    0.96    0.97    0.99   0         
  EDCSNJ1138177-1137146   11.638254   -11.620728   25.253   24.57    23.898   25.086   24.389   23.806   25.186   24.482   23.93    0       0       0       0.96    0.97    0.97    0.17   0         
  EDCSNJ1138177-1133015   11.638249   -11.550422   26.962   26.017   24.681   27.452   26.229   24.442   27.061   26.036   24.323   0       0       0       0.47    0.78    0.94    1.0    0         
  EDCSNJ1138177-1136274   11.638249   -11.607609   24.434   24.203   23.772   24.199   23.928   23.563   23.992   23.755   23.342   0       0       0       0.98    0.78    0.76    0.49   0         
  EDCSNJ1138177-1137382   11.638248   -11.627289   24.104   23.739   23.386   23.893   23.447   23.135   23.856   23.365   23.049   0       0       0       0.98    0.94    0.98    0.0    0         
  EDCSNJ1138177-1135490   11.638248   -11.596957   25.034   24.438   23.736   24.725   24.193   23.387   24.542   24.039   23.262   0       0       0       0.97    0.86    0.87    0.81   0         
  EDCSNJ1138177-1131539   11.638241   -11.531643   26.232   26.111   25.566   26.387   25.874   26.197   25.893   25.644   26.696   0       0       0       0.78    0.73    0.63    0.5    0         
  EDCSNJ1138177-1133253   11.638243   -11.557031   24.64    24.334   23.592   24.323   24.064   23.344   24.2     23.929   23.175   0       0       0       0.98    0.72    0.86    0.99   0         
  EDCSNJ1138177-1136332   11.638244   -11.609233   22.245   21.703   21.164   21.431   20.9     20.389   21.196   20.667   20.162   3       3       3       0.03    0.03    0.03    0.49   0         
  EDCSNJ1138177-1133118   11.63824    -11.55328    26.137   25.643   25.29    25.972   25.354   24.678   25.676   25.127   24.44    0       0       0       0.79    0.66    0.22    0.99   0         
  EDCSNJ1138177-1137049   11.638237   -11.618018   26.37    26.061   25.164   25.957   25.943   25.589   25.804   26.249   25.885   0       0       0       0.65    0.76    0.65    0.3    0         
  EDCSNJ1138176-1131508   11.638229   -11.530786   25.858   25.454   25.678   25.821   25.413   26.128   25.709   25.365   26.559   0       0       0       0.8     0.77    0.56    0.5    0         
  EDCSNJ1138176-1136229   11.638232   -11.606365   26.59    26.159   25.768   25.989   25.747   25.033   25.803   26.166   25.376   0       0       0       0.64    0.65    0.52    0.48   0         
  EDCSNJ1138176-1133209   11.638229   -11.555794   23.896   23.091   22.516   23.521   22.723   22.157   23.466   22.674   22.093   2       2       2       0.75    0.04    0.04    0.99   0         
  EDCSNJ1138176-1133482   11.638222   -11.56339    28.039   99.0     25.559   28.518   99.0     24.644   99.0     99.0     24.136   0       0       0       0.35    0.35    0.13    0.99   0         
  EDCSNJ1138176-1137361   11.638222   -11.626694   26.538   25.419   24.065   25.835   25.006   23.758   25.809   24.634   23.668   0       0       0       0.65    0.96    0.97    0.0    0         
  EDCSNJ1138176-1133088   11.638216   -11.552435   24.595   24.268   23.779   24.585   24.267   23.746   24.518   24.313   23.661   0       0       0       0.98    0.98    0.98    0.99   0         
  EDCSNJ1138176-1132418   11.638216   -11.544958   27.047   26.25    24.704   27.004   25.791   24.355   26.27    25.312   24.524   0       0       0       0.62    0.77    0.87    0.99   0         
  EDCSNJ1138176-1133037   11.638211   -11.551029   25.977   25.232   24.384   25.347   24.635   23.896   24.891   24.287   23.678   0       0       0       0.52    0.01    0.01    1.0    0         
  EDCSNJ1138175-1132102   11.638208   -11.536161   25.308   25.086   24.457   25.162   24.965   24.001   25.202   25.109   23.739   0       0       0       0.97    0.42    0.18    0.68   0         
  EDCSNJ1138176-1136179   11.638209   -11.604979   26.187   26.241   25.605   26.124   26.096   25.621   25.897   25.896   25.31    0       0       0       0.75    0.62    0.57    0.48   0         
  EDCSNJ1138175-1132270   11.638206   -11.540834   26.026   25.32    24.761   25.734   24.918   24.398   25.445   24.784   24.33    0       0       0       0.68    0.06    0.62    0.88   0         
  EDCSNJ1138175-1131284   11.638204   -11.524559   25.217   24.935   24.581   25.226   24.867   24.465   25.444   24.919   24.702   0       0       0       0.96    0.97    0.94    0.49   0         
  EDCSNJ1138175-1135301   11.638207   -11.591687   25.212   24.845   24.389   24.957   24.509   24.015   24.814   24.423   23.908   0       0       0       0.96    0.85    0.34    0.99   0         
  EDCSNJ1138175-1134400   11.638203   -11.57779    26.264   25.829   25.44    26.436   25.504   25.843   26.925   25.427   99.0     0       0       0       0.71    0.75    0.62    0.99   0         
  EDCSNJ1138175-1133412   11.638199   -11.561439   23.856   23.219   22.76    23.459   22.788   22.293   23.393   22.704   22.157   0       0       0       0.17    0.03    0.03    1.0    0         
  EDCSNJ1138175-1134121   11.638196   -11.570027   26.256   25.874   24.864   26.106   25.553   24.554   26.104   25.718   24.816   0       0       0       0.75    0.93    0.91    0.99   0         
  EDCSNJ1138175-1133204   11.63819    -11.555671   25.963   25.681   25.313   25.673   25.373   24.516   25.401   25.098   24.414   3       3       3       0.92    0.91    0.75    0.99   0         
  EDCSNJ1138174-1133532   11.638177   -11.564766   25.871   25.03    24.619   25.822   24.695   24.535   25.711   24.553   24.411   0       0       0       0.9     0.97    0.95    1.0    0         
  EDCSNJ1138174-1131187   11.638174   -11.521864   21.308   21.005   20.684   21.207   20.874   20.542   21.195   20.854   20.528   0       0       0       0.99    0.98    0.98    0.42   1         
  EDCSNJ1138174-1135313   11.638176   -11.592041   26.42    26.233   25.425   25.841   25.473   24.742   25.774   25.362   24.564   0       0       0       0.61    0.54    0.66    0.99   0         
  EDCSNJ1138174-1134340   11.638174   -11.576098   25.703   24.839   24.227   25.395   24.608   23.823   25.232   24.555   23.687   0       0       0       0.93    0.83    0.97    0.99   0         
  EDCSNJ1138174-1136282   11.638171   -11.607824   22.33    21.832   21.287   22.118   21.564   20.996   22.075   21.507   20.945   3       3       3       0.99    0.96    0.96    0.49   0         
  EDCSNJ1138174-1132504   11.638168   -11.547333   25.521   25.313   24.751   25.176   24.762   24.437   25.076   24.742   24.332   3       3       3       0.96    0.61    0.73    0.99   0         
  EDCSNJ1138174-1138019   11.638165   -11.633864   26.153   25.47    25.058   25.941   24.99    24.985   25.809   24.834   25.08    0       0       0       0.89    0.95    0.84    0.0    0         
  EDCSNJ1138174-1133064   11.638164   -11.55178    25.164   24.88    24.487   24.738   24.42    24.221   24.465   24.225   24.23    0       0       0       0.95    0.31    0.04    0.99   0         
  EDCSNJ1138174-1132397   11.638161   -11.544355   24.331   23.928   23.413   23.869   23.422   22.927   23.824   23.308   22.837   0       0       0       0.54    0.03    0.04    0.99   0         
  EDCSNJ1138174-1135559   11.638162   -11.598858   26.499   25.714   24.933   26.058   25.784   24.512   25.891   25.628   24.2     0       0       0       0.61    0.92    0.82    0.73   0         
  EDCSNJ1138174-1135364   11.638161   -11.593435   25.067   24.959   24.68    24.751   24.618   24.395   24.669   24.601   24.533   3       3       3       0.97    0.68    0.91    0.96   0         
  EDCSNJ1138174-1133005   11.638158   -11.550139   25.426   24.586   23.451   25.378   24.418   23.302   25.297   24.435   23.309   0       0       0       0.95    0.98    0.98    1.0    0         
  EDCSNJ1138174-1132339   11.638153   -11.542752   25.406   25.3     24.565   25.181   25.171   24.288   25.093   25.256   24.335   0       0       0       0.95    0.89    0.95    0.98   0         
  EDCSNJ1138174-1132519   11.638153   -11.547759   25.589   25.236   24.379   25.184   24.751   23.948   24.879   24.38    23.759   3       3       3       0.95    0.97    0.97    1.0    0         
  EDCSNJ1138173-1134273   11.638152   -11.574246   24.378   24.095   23.817   24.03    23.625   23.358   23.937   23.446   23.165   3       3       3       0.55    0.1     0.06    0.99   0         
  EDCSNJ1138173-1137373   11.638148   -11.627027   24.774   24.545   24.282   24.648   24.333   24.059   24.644   24.277   23.848   0       0       0       0.97    0.98    0.96    0.0    0         
  EDCSNJ1138173-1135231   11.638147   -11.589752   25.561   24.827   24.152   25.573   24.749   24.058   25.751   24.809   24.056   0       0       0       0.94    0.97    0.95    1.0    0         
  EDCSNJ1138173-1131573   11.638142   -11.532589   24.745   24.443   24.16    24.416   23.965   23.557   24.284   23.767   23.205   3       3       3       0.97    0.81    0.42    0.54   0         
  EDCSNJ1138173-1131345   11.638141   -11.52626    26.499   26.275   25.572   25.857   25.933   24.966   25.517   25.907   24.856   0       0       0       0.53    0.54    0.5     0.5    0         
  EDCSNJ1138173-1134201   11.638143   -11.572262   25.285   24.281   24.787   25.244   24.164   24.638   25.265   24.238   24.767   0       0       0       0.96    0.98    0.94    0.99   0         
  EDCSNJ1138173-1131502   11.638139   -11.530599   27.038   27.023   26.603   26.68    26.523   27.227   26.023   25.713   26.699   0       0       0       0.61    0.49    0.49    0.49   0         
  EDCSNJ1138173-1135362   11.638139   -11.593394   25.912   25.547   24.973   25.186   25.019   24.82    25.007   24.881   24.463   3       3       3       0.76    0.92    0.95    0.97   0         
  EDCSNJ1138173-1137409   11.638137   -11.628041   23.909   23.279   22.557   23.709   23.039   22.315   23.649   22.99    22.251   0       0       0       0.98    0.5     0.85    0.0    0         
  EDCSNJ1138173-1131391   11.63813    -11.527528   24.753   24.433   24.11    24.532   24.129   23.677   24.453   23.968   23.461   0       0       0       0.97    0.82    0.79    0.5    0         
