# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   wmin   Starflag  
  EDCSNJ1059145-1250132   10.987364   -12.837011   26.444   -999.0   25.173   26.601   -999.0   26.657   26.433   -999.0   99.0     0       0       0.49    0.53    0.49   0         
  EDCSNJ1059145-1255320   10.987374   -12.925562   25.078   -999.0   23.617   24.797   -999.0   23.256   24.715   -999.0   23.259   0       0       0.48    0.12    0.5    0         
  EDCSNJ1059145-1255368   10.987374   -12.926899   26.08    -999.0   24.655   25.604   -999.0   24.314   25.402   -999.0   24.158   0       0       0.36    0.49    0.49   0         
  EDCSNJ1059144-1252328   10.987332   -12.875764   26.291   -999.0   24.156   25.86    -999.0   23.496   25.881   -999.0   23.158   1       1       0.39    0.0     0.99   0         
  EDCSNJ1059144-1254440   10.987346   -12.912218   24.442   -999.0   23.687   24.225   -999.0   23.437   24.12    -999.0   23.51    0       0       0.94    0.61    0.53   0         
  EDCSNJ1059145-1250263   10.987349   -12.840641   25.799   -999.0   24.681   25.434   -999.0   24.581   25.28    -999.0   24.75    0       0       0.37    0.68    0.5    0         
  EDCSNJ1059144-1251292   10.987335   -12.85812    26.436   -999.0   24.834   26.534   -999.0   24.827   25.313   -999.0   24.47    0       0       0.51    0.5     0.85   0         
  EDCSNJ1059144-1249588   10.987346   -12.833007   24.95    -999.0   23.93    24.498   -999.0   23.695   24.473   -999.0   23.821   0       0       0.69    0.07    0.5    0         
  EDCSNJ1059144-1250077   10.987341   -12.835486   25.769   -999.0   24.412   25.722   -999.0   24.103   25.235   -999.0   24.317   0       0       0.49    0.72    0.5    0         
  EDCSNJ1059145-1255587   10.98737    -12.932966   24.508   -999.0   23.248   24.177   -999.0   23.005   24.012   -999.0   23.056   3       3       0.96    0.01    0.45   0         
  EDCSNJ1059144-1254095   10.987325   -12.902649   25.355   -999.0   23.729   24.689   -999.0   23.283   24.574   -999.0   23.244   2       2       0.5     0.78    0.93   0         
  EDCSNJ1059144-1251479   10.987321   -12.863314   24.894   -999.0   23.74    24.794   -999.0   23.527   24.572   -999.0   23.232   0       0       0.8     0.11    0.99   0         
  EDCSNJ1059145-1249135   10.987348   -12.820409   25.269   -999.0   23.783   25.085   -999.0   23.462   25.018   -999.0   23.345   0       0       0.59    0.88    0.05   0         
  EDCSNJ1059144-1250401   10.98733    -12.844469   24.005   -999.0   22.869   23.759   -999.0   22.804   23.735   -999.0   22.819   3       3       0.96    0.72    0.5    0         
  EDCSNJ1059143-1253149   10.987314   -12.887467   25.449   -999.0   24.028   25.225   -999.0   23.69    25.365   -999.0   23.775   0       0       0.69    0.08    0.99   0         
  EDCSNJ1059144-1251333   10.98732    -12.859239   25.526   -999.0   24.213   24.924   -999.0   23.713   24.852   -999.0   23.899   0       0       0.38    0.31    0.89   0         
  EDCSNJ1059144-1250377   10.987328   -12.843792   23.322   -999.0   22.445   22.822   -999.0   22.012   22.703   -999.0   21.867   2       2       0.23    0.03    0.5    0         
  EDCSNJ1059143-1252068   10.987309   -12.868566   24.848   -999.0   23.586   24.419   -999.0   23.367   24.189   -999.0   23.202   0       0       0.86    0.11    0.99   0         
  EDCSNJ1059144-1249366   10.987334   -12.826831   23.93    -999.0   22.671   23.494   -999.0   22.29    23.357   -999.0   22.265   0       0       0.59    0.02    0.33   0         
  EDCSNJ1059143-1253129   10.987303   -12.886917   25.479   -999.0   23.867   25.311   -999.0   23.915   25.065   -999.0   23.663   0       0       0.45    0.92    0.99   0         
  EDCSNJ1059143-1253382   10.987304   -12.893958   27.302   -999.0   24.598   27.609   -999.0   24.561   26.57    -999.0   24.491   0       0       0.36    0.64    0.99   0         
  EDCSNJ1059143-1253428   10.9873     -12.89521    25.441   -999.0   24.753   25.179   -999.0   24.186   25.176   -999.0   24.017   0       0       0.52    0.45    0.98   0         
  EDCSNJ1059143-1250303   10.987315   -12.841752   23.12    -999.0   22.186   22.91    -999.0   21.99    22.92    -999.0   21.947   0       0       0.98    0.97    0.5    0         
  EDCSNJ1059144-1255189   10.987327   -12.921913   26.168   -999.0   24.767   25.836   -999.0   24.964   26.133   -999.0   25.974   0       0       0.38    0.46    0.49   0         
  EDCSNJ1059143-1254497   10.987312   -12.913795   23.846   -999.0   21.844   23.489   -999.0   21.532   23.37    -999.0   21.497   0       0       0.98    0.65    0.5    0         
  EDCSNJ1059143-1249548   10.987316   -12.831894   25.143   -999.0   24.298   25.081   -999.0   24.293   25.592   -999.0   24.782   0       0       0.7     0.73    0.49   0         
  EDCSNJ1059144-1255599   10.987339   -12.933298   24.656   -999.0   23.301   24.285   -999.0   23.023   24.004   -999.0   22.967   3       3       0.93    0.08    0.44   0         
  EDCSNJ1059142-1253212   10.987271   -12.889217   24.358   -999.0   23.685   24.11    -999.0   23.481   24.077   -999.0   23.491   0       0       0.95    0.4     0.99   0         
  EDCSNJ1059142-1252587   10.987265   -12.882974   25.603   -999.0   24.628   25.376   -999.0   25.402   25.288   -999.0   99.0     0       0       0.47    0.64    0.99   0         
  EDCSNJ1059142-1254183   10.987272   -12.905092   25.622   -999.0   24.795   25.32    -999.0   24.35    25.386   -999.0   24.261   0       0       0.55    0.48    0.8    0         
  EDCSNJ1059143-1255238   10.987292   -12.923277   22.267   -999.0   21.6     21.937   -999.0   21.262   21.871   -999.0   21.224   0       0       0.98    0.08    0.49   0         
  EDCSNJ1059141-1251572   10.987259   -12.865889   25.588   -999.0   23.718   25.515   -999.0   23.57    26.179   -999.0   23.899   0       0       0.58    0.83    0.99   0         
  EDCSNJ1059141-1251276   10.987256   -12.857666   23.884   -999.0   23.114   23.658   -999.0   22.953   23.55    -999.0   22.863   0       0       0.96    0.98    0.85   0         
  EDCSNJ1059141-1250491   10.98726    -12.846972   23.278   -999.0   22.108   23.033   -999.0   21.839   22.993   -999.0   21.776   0       0       0.98    0.98    0.5    0         
  EDCSNJ1059142-1255336   10.987281   -12.926006   25.132   -999.0   24.647   24.838   -999.0   24.345   24.729   -999.0   24.405   0       0       0.66    0.68    0.5    0         
  EDCSNJ1059142-1249276   10.987272   -12.824343   27.652   -999.0   25.058   28.072   -999.0   25.104   99.0     -999.0   24.703   0       0       0.35    0.36    0.2    0         
  EDCSNJ1059141-1252476   10.987242   -12.879882   25.265   -999.0   24.459   25.264   -999.0   24.221   25.431   -999.0   23.974   0       0       0.66    0.52    0.99   0         
  EDCSNJ1059141-1251531   10.987245   -12.864738   25.346   -999.0   24.683   25.272   -999.0   24.511   25.45    -999.0   24.897   0       0       0.66    0.66    0.99   0         
  EDCSNJ1059141-1253401   10.987243   -12.894459   24.995   -999.0   24.162   24.798   -999.0   24.079   24.738   -999.0   24.038   0       0       0.75    0.2     0.99   0         
  EDCSNJ1059140-1252291   10.987236   -12.874761   25.461   -999.0   24.418   25.368   -999.0   24.522   25.352   -999.0   24.675   0       0       0.57    0.77    0.99   0         
  EDCSNJ1059141-1249138   10.987259   -12.820496   26.43    -999.0   25.178   26.507   -999.0   26.076   25.953   -999.0   25.154   0       0       0.36    0.38    0.05   0         
  EDCSNJ1059140-1250461   10.987235   -12.846126   25.943   -999.0   25.11    25.538   -999.0   24.751   24.956   -999.0   24.904   0       0       0.48    0.49    0.5    0         
  EDCSNJ1059140-1250533   10.987233   -12.848136   26.337   -999.0   25.12    26.608   -999.0   25.593   27.281   -999.0   26.34    0       0       0.44    0.49    0.5    0         
  EDCSNJ1059140-1253323   10.987216   -12.892311   25.693   -999.0   24.931   25.642   -999.0   24.742   25.974   -999.0   24.956   0       0       0.42    0.49    0.99   0         
  EDCSNJ1059141-1255137   10.98724    -12.920479   25.835   -999.0   24.353   25.717   -999.0   24.522   26.233   -999.0   25.506   0       0       0.54    0.68    0.49   0         
  EDCSNJ1059140-1252154   10.987209   -12.870954   26.082   -999.0   24.761   25.837   -999.0   24.555   26.511   -999.0   24.73    0       0       0.35    0.47    0.98   0         
  EDCSNJ1059140-1251467   10.987212   -12.862976   26.06    -999.0   24.796   26.512   -999.0   25.101   25.919   -999.0   25.202   0       0       0.43    0.61    0.99   0         
  EDCSNJ1059140-1249352   10.987235   -12.826445   23.479   -999.0   22.341   23.183   -999.0   22.035   23.12    -999.0   21.984   0       0       0.98    0.03    0.32   0         
  EDCSNJ1059141-1249183   10.987237   -12.82175    25.66    -999.0   24.691   25.202   -999.0   24.479   24.979   -999.0   24.836   0       0       0.54    0.61    0.08   0         
  EDCSNJ1059140-1250028   10.987228   -12.834104   23.515   -999.0   22.081   23.041   -999.0   21.619   22.94    -999.0   21.508   0       0       0.85    0.04    0.5    0         
  EDCSNJ1059139-1253364   10.987205   -12.893435   26.405   -999.0   24.637   26.359   -999.0   24.415   25.934   -999.0   24.489   0       0       0.35    0.38    0.99   0         
  EDCSNJ1059139-1253240   10.987198   -12.889987   26.294   -999.0   24.097   27.673   -999.0   24.205   27.161   -999.0   24.205   0       0       0.44    0.77    0.99   0         
  EDCSNJ1059139-1252553   10.987196   -12.882033   24.829   -999.0   23.666   24.711   -999.0   23.603   24.741   -999.0   23.812   0       0       0.88    0.92    0.99   0         
  EDCSNJ1059141-1255539   10.987244   -12.931643   26.66    -999.0   24.888   27.428   -999.0   24.53    28.159   -999.0   24.302   0       0       0.39    0.44    0.49   0         
  EDCSNJ1059139-1251203   10.987203   -12.855631   26.235   -999.0   25.251   25.929   -999.0   25.356   25.396   -999.0   24.371   0       0       0.38    0.38    0.76   0         
  EDCSNJ1059139-1254301   10.987204   -12.908368   25.475   -999.0   24.31    25.081   -999.0   24.074   24.849   -999.0   24.36    0       0       0.64    0.07    0.67   0         
  EDCSNJ1059140-1255362   10.98723    -12.926731   25.207   -999.0   23.978   25.175   -999.0   23.593   25.138   -999.0   23.497   0       0       0.69    0.9     0.49   0         
  EDCSNJ1059140-1249113   10.987224   -12.819818   25.439   -999.0   24.473   24.979   -999.0   24.187   24.799   -999.0   24.045   0       0       0.49    0.46    0.0    0         
  EDCSNJ1059139-1254015   10.987194   -12.90041    26.127   -999.0   24.75    26.05    -999.0   24.527   26.661   -999.0   24.842   0       0       0.42    0.63    0.99   0         
  EDCSNJ1059139-1251009   10.987199   -12.850258   25.647   -999.0   24.024   25.402   -999.0   23.745   25.348   -999.0   23.509   0       0       0.52    0.92    0.53   0         
  EDCSNJ1059139-1252065   10.987187   -12.868471   21.224   -999.0   20.159   20.425   -999.0   19.411   20.238   -999.0   19.235   0       0       0.03    0.03    0.99   0         
  EDCSNJ1059139-1251273   10.987191   -12.857579   25.105   -999.0   24.091   24.851   -999.0   23.881   24.639   -999.0   23.609   0       0       0.65    0.82    0.84   0         
  EDCSNJ1059139-1251029   10.987186   -12.850792   25.275   -999.0   23.861   25.048   -999.0   23.562   24.812   -999.0   23.438   0       0       0.64    0.86    0.54   0         
  EDCSNJ1059139-1250439   10.987184   -12.845534   24.436   -999.0   23.191   23.929   -999.0   22.795   23.853   -999.0   22.839   0       0       0.64    0.01    0.5    0         
  EDCSNJ1059139-1255196   10.987198   -12.922101   25.285   -999.0   23.708   25.068   -999.0   23.644   25.281   -999.0   24.316   0       0       0.58    0.41    0.49   0         
  EDCSNJ1059139-1255280   10.9872     -12.924439   25.977   -999.0   25.193   26.409   -999.0   26.985   29.452   -999.0   99.0     0       0       0.47    0.51    0.49   0         
  EDCSNJ1059139-1249431   10.987193   -12.828642   25.46    -999.0   23.093   24.65    -999.0   22.514   24.316   -999.0   22.33    0       0       0.57    0.01    0.36   0         
  EDCSNJ1059138-1253209   10.987163   -12.889148   26.177   24.697   22.77    26.227   24.747   22.554   28.204   26.724   22.602   0       0       0.44    0.98    0.98   1         
  EDCSNJ1059138-1250361   10.987174   -12.843351   25.891   -999.0   25.213   25.84    -999.0   25.267   26.112   -999.0   99.0     0       0       0.45    0.48    0.5    0         
  EDCSNJ1059138-1252272   10.987154   -12.874233   26.876   -999.0   24.195   26.601   -999.0   23.825   25.825   -999.0   23.85    0       0       0.37    0.76    0.99   0         
  EDCSNJ1059138-1251476   10.987158   -12.863235   24.82    -999.0   23.699   24.73    -999.0   23.774   24.831   -999.0   23.646   0       0       0.87    0.94    0.99   0         
  EDCSNJ1059138-1250163   10.98717    -12.837874   24.763   -999.0   24.046   24.588   -999.0   24.087   24.582   -999.0   23.966   0       0       0.92    0.89    0.49   0         
  EDCSNJ1059138-1251532   10.987153   -12.864784   24.301   -999.0   23.266   23.943   -999.0   22.9     23.894   -999.0   22.808   0       0       0.96    0.12    0.99   0         
  EDCSNJ1059137-1253570   10.987151   -12.899166   21.257   -999.0   20.126   21.031   -999.0   19.922   20.991   -999.0   19.878   3       3       0.98    0.98    0.99   0         
  EDCSNJ1059137-1252581   10.987144   -12.882796   25.378   -999.0   24.82    25.199   -999.0   24.519   25.149   -999.0   24.426   0       0       0.54    0.63    0.99   0         
  EDCSNJ1059138-1250130   10.987162   -12.836933   24.981   -999.0   24.201   24.803   -999.0   23.888   24.631   -999.0   23.79    0       0       0.67    0.4     0.5    0         
  EDCSNJ1059137-1254121   10.987141   -12.903359   26.209   -999.0   25.2     26.559   -999.0   24.922   26.722   -999.0   24.782   0       0       0.42    0.42    0.89   0         
  EDCSNJ1059139-1256002   10.987184   -12.933394   25.531   -999.0   24.467   25.347   -999.0   24.492   25.838   -999.0   26.095   0       0       0.5     0.6     0.44   0         
  EDCSNJ1059137-1252139   10.987132   -12.870541   26.565   -999.0   25.169   26.145   -999.0   24.985   26.785   -999.0   25.543   0       0       0.39    0.48    0.98   0         
  EDCSNJ1059137-1254192   10.987137   -12.905333   25.694   -999.0   23.963   25.347   -999.0   23.601   24.587   -999.0   23.274   0       0       0.48    0.69    0.79   0         
  EDCSNJ1059138-1249161   10.987156   -12.821126   25.932   -999.0   24.723   25.592   -999.0   24.769   25.27    -999.0   25.155   0       0       0.42    0.47    0.06   0         
  EDCSNJ1059137-1254460   10.987136   -12.912779   25.574   -999.0   24.982   25.262   -999.0   24.806   25.402   -999.0   24.291   0       0       0.56    0.49    0.49   0         
  EDCSNJ1059137-1254377   10.98713    -12.91046    23.597   -999.0   21.756   23.045   -999.0   21.208   22.862   -999.0   21.051   2       2       0.03    0.03    0.62   0         
  EDCSNJ1059137-1250211   10.987134   -12.839189   25.863   -999.0   24.927   25.763   -999.0   24.821   25.781   -999.0   24.606   0       0       0.49    0.35    0.5    0         
  EDCSNJ1059136-1250569   10.987117   -12.849148   26.16    -999.0   25.509   26.155   -999.0   26.729   99.0     -999.0   27.721   0       0       0.5     0.48    0.5    0         
  EDCSNJ1059135-1251029   10.987097   -12.850815   24.163   -999.0   23.046   23.741   -999.0   22.762   23.708   -999.0   22.808   0       0       0.25    0.01    0.54   0         
  EDCSNJ1059135-1250522   10.987097   -12.84784    26.22    -999.0   24.729   26.581   -999.0   25.088   30.685   -999.0   29.403   0       0       0.46    0.66    0.49   0         
  EDCSNJ1059136-1255147   10.98711    -12.920739   25.465   -999.0   24.206   24.718   -999.0   23.675   24.502   -999.0   23.697   0       0       0.48    0.04    0.49   0         
  EDCSNJ1059135-1251074   10.987091   -12.852057   24.178   -999.0   23.323   23.741   -999.0   22.943   23.691   -999.0   23.053   0       0       0.97    0.1     0.58   0         
  EDCSNJ1059136-1255538   10.987124   -12.93162    25.276   -999.0   23.997   24.937   -999.0   24.034   24.928   -999.0   24.933   0       0       0.59    0.83    0.49   0         
  EDCSNJ1059135-1253139   10.987076   -12.887184   26.284   -999.0   25.361   25.484   -999.0   24.577   25.178   -999.0   24.406   0       0       0.39    0.43    0.98   0         
  EDCSNJ1059135-1253585   10.987079   -12.899596   23.587   -999.0   21.623   22.83    -999.0   20.999   22.619   -999.0   20.868   3       3       0.04    0.03    0.99   0         
  EDCSNJ1059135-1254305   10.987084   -12.908471   23.079   -999.0   21.723   22.715   -999.0   21.37    22.622   -999.0   21.311   3       3       0.97    0.14    0.66   0         
  EDCSNJ1059136-1249233   10.987103   -12.823147   26.2     -999.0   24.557   26.188   -999.0   24.177   25.614   -999.0   23.93    0       0       0.44    0.52    0.17   0         
  EDCSNJ1059135-1250181   10.987093   -12.838361   25.145   -999.0   24.029   24.787   -999.0   23.835   24.629   -999.0   23.823   2       2       0.62    0.47    0.5    0         
  EDCSNJ1059135-1250338   10.987086   -12.842717   25.334   -999.0   24.144   25.09    -999.0   23.99    25.174   -999.0   23.961   0       0       0.71    0.37    0.5    0         
  EDCSNJ1059135-1254337   10.987077   -12.909374   22.384   -999.0   20.258   21.941   -999.0   19.875   21.811   -999.0   19.787   3       3       0.84    0.18    0.63   0         
  EDCSNJ1059135-1250189   10.987079   -12.838577   25.425   -999.0   24.719   24.866   -999.0   24.308   24.6     -999.0   24.208   3       3       0.52    0.52    0.5    0         
  EDCSNJ1059134-1252216   10.987056   -12.872656   25.79    -999.0   24.852   25.413   -999.0   24.281   25.897   -999.0   24.361   0       0       0.43    0.52    0.99   0         
  EDCSNJ1059135-1255496   10.987097   -12.930438   26.167   -999.0   24.922   25.845   -999.0   24.488   25.506   -999.0   24.628   0       0       0.39    0.47    0.49   0         
  EDCSNJ1059134-1250292   10.987068   -12.841449   26.317   -999.0   24.809   26.243   -999.0   24.608   26.464   -999.0   24.742   0       0       0.44    0.49    0.5    0         
  EDCSNJ1059134-1250471   10.987064   -12.846428   25.939   -999.0   24.784   25.483   -999.0   24.458   25.339   -999.0   24.232   0       0       0.39    0.41    0.5    0         
  EDCSNJ1059134-1254232   10.987057   -12.906454   24.209   -999.0   22.711   23.841   -999.0   22.41    23.694   -999.0   22.391   0       0       0.97    0.04    0.76   0         
  EDCSNJ1059134-1254514   10.987064   -12.91429    25.191   -999.0   24.627   25.049   -999.0   25.227   25.253   -999.0   99.0     0       0       0.53    0.61    0.5    0         
  EDCSNJ1059135-1255265   10.987072   -12.924019   25.393   -999.0   24.824   25.025   -999.0   24.459   24.974   -999.0   24.581   0       0       0.64    0.51    0.49   0         
  EDCSNJ1059134-1255090   10.987061   -12.919163   25.172   -999.0   23.336   24.906   -999.0   23.122   25.032   -999.0   23.181   0       0       0.73    0.77    0.49   0         
  EDCSNJ1059134-1255051   10.987058   -12.91809    25.957   -999.0   24.655   25.615   -999.0   24.759   25.335   -999.0   24.874   0       0       0.54    0.48    0.5    0         
  EDCSNJ1059135-1255370   10.987073   -12.926949   25.706   -999.0   25.125   25.668   -999.0   25.093   25.505   -999.0   24.859   0       0       0.53    0.37    0.49   0         
  EDCSNJ1059134-1255161   10.987063   -12.921135   23.998   -999.0   23.309   23.692   -999.0   22.961   23.642   -999.0   23.026   0       0       0.97    0.37    0.49   0         
  EDCSNJ1059134-1254580   10.987054   -12.916099   25.001   -999.0   24.355   24.722   -999.0   24.069   24.518   -999.0   23.835   0       0       0.81    0.69    0.49   0         
  EDCSNJ1059134-1250437   10.987049   -12.845479   25.072   -999.0   22.945   24.59    -999.0   22.63    24.325   -999.0   22.557   0       0       0.82    0.11    0.5    0         
  EDCSNJ1059134-1254268   10.987043   -12.907434   25.505   -999.0   24.66    24.922   -999.0   24.418   24.261   -999.0   23.82    0       0       0.54    0.46    0.72   0         
  EDCSNJ1059134-1250240   10.987047   -12.83999    24.723   -999.0   23.399   24.481   -999.0   23.143   24.554   -999.0   23.257   0       0       0.94    0.07    0.5    0         
  EDCSNJ1059135-1255594   10.987072   -12.933153   24.431   -999.0   23.009   24.127   -999.0   22.747   24.134   -999.0   22.912   0       0       0.78    0.02    0.44   0         
  EDCSNJ1059133-1250201   10.98704    -12.838927   25.27    -999.0   24.692   24.846   -999.0   24.195   24.716   -999.0   24.125   0       0       0.65    0.68    0.5    0         
  EDCSNJ1059132-1253430   10.987013   -12.895288   25.632   -999.0   24.299   25.153   -999.0   24.148   24.89    -999.0   23.971   3       3       0.44    0.0     0.98   0         
  EDCSNJ1059132-1253280   10.987006   -12.891101   24.336   -999.0   22.849   23.978   -999.0   22.472   23.84    -999.0   22.347   3       3       0.89    0.03    0.99   0         
  EDCSNJ1059133-1255228   10.987033   -12.922989   27.146   -999.0   25.193   28.839   -999.0   25.094   26.947   -999.0   25.193   0       0       0.39    0.45    0.49   0         
  EDCSNJ1059132-1253447   10.987004   -12.895745   24.67    -999.0   23.916   24.259   -999.0   23.433   24.17    -999.0   23.135   3       3       0.93    0.47    0.99   0         
  EDCSNJ1059132-1253461   10.987      -12.896143   25.15    -999.0   23.1     24.522   -999.0   22.68    24.226   -999.0   22.623   3       3       0.83    0.84    0.98   0         
  EDCSNJ1059133-1249500   10.987019   -12.83055    25.545   -999.0   25.205   25.235   -999.0   24.62    25.237   -999.0   24.344   0       0       0.59    0.39    0.46   0         
  EDCSNJ1059132-1253259   10.986994   -12.890529   23.617   -999.0   22.399   23.382   -999.0   22.09    23.316   -999.0   21.993   3       3       0.97    0.7     0.99   0         
  EDCSNJ1059132-1250585   10.987006   -12.849596   24.17    -999.0   21.615   23.878   -999.0   21.333   23.936   -999.0   21.284   0       0       0.95    0.92    0.5    0         
  EDCSNJ1059132-1255001   10.987013   -12.916699   24.526   -999.0   23.869   24.21    -999.0   23.69    23.928   -999.0   23.437   0       0       0.94    0.88    0.5    0         
  EDCSNJ1059132-1249216   10.987013   -12.822656   25.518   -999.0   24.469   25.05    -999.0   24.354   25.228   -999.0   24.791   0       0       0.42    0.69    0.14   0         
  EDCSNJ1059132-1249374   10.986997   -12.827066   26.515   -999.0   25.029   26.531   -999.0   25.052   25.624   -999.0   24.889   0       0       0.43    0.47    0.33   0         
  EDCSNJ1059131-1251163   10.986979   -12.854537   24.953   -999.0   24.171   24.727   -999.0   24.035   24.822   -999.0   23.996   0       0       0.72    0.88    0.71   0         
  EDCSNJ1059131-1253226   10.986967   -12.889601   25.321   -999.0   23.445   25.168   -999.0   23.158   25.289   -999.0   23.125   0       0       0.54    0.82    0.99   0         
  EDCSNJ1059131-1254239   10.98696    -12.906632   25.582   -999.0   24.792   25.404   -999.0   25.197   25.473   -999.0   99.0     0       0       0.52    0.54    0.74   0         
  EDCSNJ1059131-1255209   10.986975   -12.922485   25.717   -999.0   25.075   25.775   -999.0   24.562   26.021   -999.0   24.168   0       0       0.47    0.47    0.49   0         
  EDCSNJ1059132-1255523   10.986987   -12.931187   24.041   -999.0   22.109   23.742   -999.0   21.78    23.594   -999.0   21.734   0       0       0.98    0.07    0.5    0         
  EDCSNJ1059132-1255568   10.986987   -12.932442   24.506   -999.0   23.947   24.246   -999.0   23.708   24.113   -999.0   23.836   0       0       0.95    0.76    0.49   0         
  EDCSNJ1059130-1250341   10.986955   -12.842796   26.063   -999.0   24.739   26.086   -999.0   24.523   25.334   -999.0   24.216   0       0       0.52    0.52    0.5    0         
  EDCSNJ1059131-1255401   10.986973   -12.927796   25.297   -999.0   24.259   24.992   -999.0   23.888   24.873   -999.0   23.433   0       0       0.6     0.69    0.5    0         
  EDCSNJ1059130-1253495   10.986936   -12.897086   26.339   -999.0   25.168   26.208   -999.0   25.371   27.184   -999.0   26.852   0       0       0.39    0.49    0.99   0         
  EDCSNJ1059130-1250588   10.986936   -12.849678   25.744   -999.0   24.399   25.653   -999.0   24.23    25.927   -999.0   24.118   0       0       0.41    0.68    0.5    0         
  EDCSNJ1059130-1249355   10.986949   -12.826518   26.197   -999.0   24.939   26.129   -999.0   25.507   25.638   -999.0   24.937   0       0       0.41    0.49    0.31   0         
  EDCSNJ1059129-1253126   10.986919   -12.886841   25.811   -999.0   24.353   25.345   -999.0   23.988   25.217   -999.0   24.361   0       0       0.41    0.36    0.99   0         
  EDCSNJ1059130-1255182   10.986948   -12.921715   25.145   24.313   23.327   24.794   23.962   23.035   24.267   23.435   22.76    0       0       0.69    0.97    0.5    1         
  EDCSNJ1059130-1250178   10.98694    -12.83828    23.722   23.218   22.682   23.502   22.998   22.459   23.42    22.916   22.362   3       3       0.97    0.98    0.5    1         
  EDCSNJ1059130-1250014   10.986943   -12.833728   25.159   -999.0   24.316   24.957   -999.0   24.131   24.626   -999.0   24.06    0       0       0.74    0.64    0.5    0         
  EDCSNJ1059129-1254310   10.98692    -12.908603   25.242   -999.0   24.393   24.896   -999.0   24.293   24.729   -999.0   25.114   0       0       0.57    0.69    0.64   0         
  EDCSNJ1059129-1254010   10.986911   -12.90028    25.717   -999.0   25.154   25.481   -999.0   25.014   25.208   -999.0   24.357   0       0       0.49    0.44    0.98   0         
  EDCSNJ1059129-1250317   10.986922   -12.842134   25.235   -999.0   24.106   25.012   -999.0   24.0     24.958   -999.0   24.006   0       0       0.57    0.81    0.5    0         
  EDCSNJ1059128-1252239   10.986895   -12.873302   24.776   -999.0   23.655   24.562   -999.0   23.457   24.643   -999.0   23.798   0       0       0.81    0.74    0.99   0         
  EDCSNJ1059129-1250186   10.986913   -12.838495   24.396   -999.0   23.101   23.923   -999.0   22.748   23.782   -999.0   22.568   3       3       0.95    0.02    0.5    0         
  EDCSNJ1059128-1251278   10.986899   -12.857716   25.918   -999.0   24.402   25.452   -999.0   24.24    25.131   -999.0   24.202   0       0       0.39    0.68    0.85   0         
  EDCSNJ1059128-1252159   10.98688    -12.871092   25.539   -999.0   24.172   24.962   -999.0   23.6     25.023   -999.0   23.618   0       0       0.49    0.0     0.98   0         
  EDCSNJ1059129-1255412   10.986915   -12.928099   25.931   -999.0   24.549   25.811   -999.0   24.617   26.112   -999.0   24.702   0       0       0.43    0.21    0.5    0         
  EDCSNJ1059128-1251219   10.986884   -12.856072   24.813   -999.0   23.154   24.147   -999.0   22.471   23.933   -999.0   22.391   2       2       0.24    0.01    0.77   0         
  EDCSNJ1059127-1253190   10.986873   -12.88862    21.204   20.39    19.348   20.993   20.179   19.168   20.955   20.141   19.128   0       0       0.99    0.98    0.99   1         
  EDCSNJ1059127-1251191   10.986873   -12.855298   25.284   -999.0   24.601   24.988   -999.0   24.159   24.715   -999.0   23.619   3       3       0.54    0.68    0.74   0         
  EDCSNJ1059128-1250209   10.986883   -12.839128   25.147   -999.0   24.328   24.823   -999.0   23.91    24.765   -999.0   23.772   0       0       0.58    0.43    0.5    0         
  EDCSNJ1059128-1255353   10.986897   -12.926477   25.496   -999.0   24.429   25.226   -999.0   23.847   25.031   -999.0   23.608   0       0       0.51    0.18    0.49   0         
  EDCSNJ1059127-1254194   10.986867   -12.905379   25.602   -999.0   24.471   25.561   -999.0   24.11    26.036   -999.0   23.88    0       0       0.52    0.53    0.79   0         
  EDCSNJ1059127-1253246   10.986857   -12.890154   25.168   -999.0   23.972   24.801   -999.0   23.923   24.629   -999.0   23.879   0       0       0.66    0.87    0.99   0         
  EDCSNJ1059127-1252069   10.986851   -12.868579   25.883   -999.0   24.354   25.477   -999.0   24.036   25.474   -999.0   24.098   0       0       0.39    0.66    0.98   0         
  EDCSNJ1059127-1250345   10.986866   -12.842929   26.071   -999.0   24.872   25.855   -999.0   25.909   25.624   -999.0   99.0     0       0       0.4     0.49    0.5    0         
  EDCSNJ1059127-1254552   10.986866   -12.915322   23.683   -999.0   22.93    23.259   -999.0   22.503   23.225   -999.0   22.435   0       0       0.78    0.02    0.49   0         
  EDCSNJ1059126-1254176   10.986847   -12.904879   25.35    -999.0   23.397   25.006   -999.0   23.02    24.567   -999.0   22.801   3       3       0.66    0.19    0.81   0         
  EDCSNJ1059126-1253015   10.986838   -12.883761   22.9     -999.0   21.356   22.503   -999.0   21.002   22.436   -999.0   20.963   0       0       0.85    0.04    0.99   0         
  EDCSNJ1059127-1249202   10.986869   -12.822291   24.905   -999.0   23.681   24.555   -999.0   23.234   24.379   -999.0   23.018   0       0       0.73    0.56    0.11   0         
  EDCSNJ1059127-1251075   10.986848   -12.852079   24.771   -999.0   23.651   24.559   -999.0   23.33    24.584   -999.0   23.26    0       0       0.85    0.41    0.6    0         
  EDCSNJ1059126-1253582   10.986839   -12.899487   23.648   -999.0   21.893   23.043   -999.0   21.358   22.894   -999.0   21.221   0       0       0.04    0.03    0.99   0         
