# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   wmin   Starflag  
  EDCSNJ1059211-1252155   10.98919    -12.870976   27.145   -999.0   25.738   27.473   -999.0   25.971   26.815   -999.0   25.116   0       0       0.4     0.41    0.0    0         
  EDCSNJ1059211-1253311   10.989191   -12.891968   20.909   -999.0   18.496   20.691   -999.0   18.301   20.648   -999.0   18.261   0       0       0.99    0.99    0.0    0         
  EDCSNJ1059211-1254110   10.989192   -12.903047   23.336   -999.0   21.0     22.737   -999.0   20.512   22.586   -999.0   20.388   3       3       0.05    0.03    0.0    0         
  EDCSNJ1059211-1249175   10.989205   -12.821517   25.995   -999.0   25.178   25.868   -999.0   25.268   25.805   -999.0   99.0     0       0       0.41    0.48    0.0    0         
  EDCSNJ1059210-1251463   10.989176   -12.862857   24.512   -999.0   24.037   24.247   -999.0   23.804   24.259   -999.0   24.06    0       0       0.94    0.26    0.0    0         
  EDCSNJ1059211-1255166   10.989208   -12.921281   23.05    -999.0   21.591   22.229   -999.0   20.859   22.0     -999.0   20.678   0       0       0.03    0.03    0.0    0         
  EDCSNJ1059211-1254198   10.989184   -12.905491   26.938   -999.0   24.212   26.525   -999.0   23.745   25.975   -999.0   23.565   0       0       0.41    0.25    0.0    0         
  EDCSNJ1059210-1253489   10.989175   -12.896905   25.55    -999.0   23.237   25.191   -999.0   22.921   24.981   -999.0   22.844   0       0       0.53    0.38    0.0    0         
  EDCSNJ1059210-1251369   10.989162   -12.860243   26.003   -999.0   24.868   26.401   -999.0   99.0     28.794   -999.0   99.0     0       0       0.43    0.51    0.0    0         
  EDCSNJ1059211-1255378   10.989206   -12.927163   25.516   -999.0   24.213   24.965   -999.0   23.697   24.913   -999.0   23.547   3       3       0.38    0.68    0.0    0         
  EDCSNJ1059211-1255358   10.989204   -12.926598   24.695   -999.0   22.968   24.089   -999.0   22.596   23.91    -999.0   22.557   2       2       0.93    0.4     0.0    0         
  EDCSNJ1059211-1255136   10.989191   -12.920455   25.528   -999.0   24.575   25.009   -999.0   24.24    25.111   -999.0   23.855   1       1       0.47    0.57    0.0    0         
  EDCSNJ1059210-1251234   10.989154   -12.856513   24.074   -999.0   22.414   23.72    -999.0   22.028   23.533   -999.0   21.917   0       0       0.96    0.03    0.0    0         
  EDCSNJ1059210-1250560   10.989156   -12.8489     25.797   -999.0   24.983   26.143   -999.0   24.957   26.145   -999.0   25.398   0       0       0.4     0.49    0.0    0         
  EDCSNJ1059210-1250242   10.989161   -12.840046   25.375   -999.0   23.763   24.786   -999.0   23.15    24.259   -999.0   22.794   1       1       0.21    0.0     0.0    0         
  EDCSNJ1059210-1249440   10.989158   -12.828894   19.062   -999.0   17.683   18.442   -999.0   17.088   18.219   -999.0   16.871   2       2       0.05    0.03    0.0    0         
  EDCSNJ1059209-1250339   10.989147   -12.842759   18.828   -999.0   17.532   18.186   -999.0   16.92    17.972   -999.0   16.711   3       3       0.05    0.03    0.0    0         
  EDCSNJ1059209-1251294   10.989136   -12.858156   26.41    -999.0   25.287   26.901   -999.0   25.062   27.598   -999.0   28.335   0       0       0.36    0.37    0.0    0         
  EDCSNJ1059209-1252005   10.989132   -12.866817   24.347   -999.0   23.759   24.041   -999.0   23.577   24.079   -999.0   23.994   0       0       0.88    0.02    0.0    0         
  EDCSNJ1059209-1249204   10.989148   -12.822341   25.837   -999.0   23.84    25.793   -999.0   23.759   26.638   -999.0   23.972   0       0       0.45    0.42    0.0    0         
  EDCSNJ1059208-1251196   10.989123   -12.855441   25.594   -999.0   23.11    24.327   -999.0   22.525   23.846   -999.0   22.241   2       2       0.5     0.02    0.0    0         
  EDCSNJ1059210-1255575   10.989175   -12.932649   23.178   -999.0   22.087   22.774   -999.0   21.673   22.678   -999.0   21.571   2       2       0.7     0.03    0.0    0         
  EDCSNJ1059208-1254113   10.989121   -12.903133   23.247   -999.0   21.48    22.83    -999.0   21.033   22.774   -999.0   20.931   3       3       0.45    0.03    0.0    0         
  EDCSNJ1059208-1253279   10.989103   -12.891072   24.484   -999.0   23.492   24.217   -999.0   23.263   24.186   -999.0   23.143   0       0       0.94    0.29    0.0    0         
  EDCSNJ1059208-1251417   10.989103   -12.861581   23.976   -999.0   22.527   23.753   -999.0   22.336   23.499   -999.0   22.215   0       0       0.97    0.97    0.0    0         
  EDCSNJ1059208-1251209   10.989101   -12.8558     25.922   -999.0   24.378   25.411   -999.0   23.992   24.887   -999.0   23.832   3       3       0.38    0.59    0.0    0         
  EDCSNJ1059208-1249061   10.989118   -12.818367   25.715   -999.0   24.883   25.042   -999.0   24.932   24.491   -999.0   24.646   0       0       0.69    0.5     0.0    0         
  EDCSNJ1059207-1252306   10.989085   -12.875156   25.279   -999.0   23.865   24.917   -999.0   23.595   24.996   -999.0   23.658   0       0       0.67    0.18    0.0    0         
  EDCSNJ1059208-1249245   10.989104   -12.823467   23.388   -999.0   21.941   22.803   -999.0   21.419   22.75    -999.0   21.376   0       0       0.06    0.03    0.0    0         
  EDCSNJ1059207-1252212   10.989079   -12.872568   25.444   -999.0   25.047   25.334   -999.0   24.904   24.734   -999.0   25.242   0       0       0.58    0.49    0.0    0         
  EDCSNJ1059207-1252040   10.98908    -12.86777    26.169   -999.0   24.899   25.752   -999.0   24.663   24.797   -999.0   24.755   0       0       0.39    0.49    0.0    0         
  EDCSNJ1059207-1254385   10.989097   -12.910707   25.068   -999.0   24.257   24.867   -999.0   24.042   24.664   -999.0   23.892   0       0       0.7     0.69    0.0    0         
  EDCSNJ1059209-1255558   10.989134   -12.932166   25.41    -999.0   24.73    25.043   -999.0   24.616   25.02    -999.0   24.849   3       3       0.57    0.63    0.0    0         
  EDCSNJ1059207-1253459   10.989071   -12.896078   25.51    -999.0   24.522   25.517   -999.0   24.237   25.612   -999.0   24.423   0       0       0.64    0.72    0.0    0         
  EDCSNJ1059206-1251459   10.989062   -12.862758   22.932   -999.0   21.794   22.424   -999.0   21.327   22.343   -999.0   21.243   0       0       0.07    0.03    0.0    0         
  EDCSNJ1059206-1254139   10.989066   -12.903849   25.778   -999.0   23.557   25.502   -999.0   23.262   25.353   -999.0   23.259   0       0       0.42    0.86    0.0    0         
  EDCSNJ1059207-1254454   10.989072   -12.912607   24.297   -999.0   22.811   24.111   -999.0   22.683   24.141   -999.0   22.663   0       0       0.95    0.98    0.01   0         
  EDCSNJ1059206-1252440   10.98905    -12.87889    23.949   -999.0   22.395   23.523   -999.0   22.026   23.485   -999.0   21.964   0       0       0.87    0.07    0.0    0         
  EDCSNJ1059206-1251379   10.989053   -12.860523   24.755   -999.0   23.678   24.246   -999.0   23.313   24.073   -999.0   23.312   0       0       0.9     0.69    0.0    0         
  EDCSNJ1059207-1255244   10.989087   -12.923432   25.055   -999.0   24.598   25.012   -999.0   24.39    25.153   -999.0   24.63    0       0       0.51    0.69    0.02   0         
  EDCSNJ1059206-1254287   10.989053   -12.907969   25.779   -999.0   24.997   25.544   -999.0   25.008   25.281   -999.0   24.58    0       0       0.54    0.47    0.03   0         
  EDCSNJ1059205-1252034   10.989034   -12.86762    25.68    -999.0   24.939   25.576   -999.0   25.156   25.697   -999.0   26.076   0       0       0.5     0.52    0.01   0         
  EDCSNJ1059205-1253152   10.989024   -12.887568   22.301   -999.0   21.341   21.879   -999.0   20.951   21.81    -999.0   20.896   0       0       0.66    0.03    0.05   0         
  EDCSNJ1059206-1249061   10.989045   -12.818364   24.903   -999.0   23.828   24.486   -999.0   23.604   24.095   -999.0   23.601   0       0       0.78    0.91    0.0    0         
  EDCSNJ1059205-1252165   10.989018   -12.871256   24.393   -999.0   22.976   24.061   -999.0   22.69    24.178   -999.0   22.665   0       0       0.42    0.02    0.05   0         
  EDCSNJ1059205-1252203   10.989017   -12.872307   26.964   -999.0   25.241   26.146   -999.0   26.228   25.939   -999.0   27.217   0       0       0.39    0.5     0.05   0         
  EDCSNJ1059205-1251013   10.989021   -12.850356   26.057   -999.0   24.857   25.742   -999.0   24.774   25.094   -999.0   23.915   0       0       0.4     0.53    0.01   0         
  EDCSNJ1059204-1253103   10.989011   -12.886199   24.547   -999.0   23.889   24.308   -999.0   23.609   24.308   -999.0   23.622   0       0       0.97    0.83    0.08   0         
  EDCSNJ1059205-1249263   10.989021   -12.82396    26.69    -999.0   23.855   26.497   -999.0   23.822   26.012   -999.0   24.16    0       0       0.37    0.37    0.0    0         
  EDCSNJ1059204-1253434   10.988997   -12.895386   24.968   -999.0   23.49    24.883   -999.0   23.313   24.957   -999.0   23.255   0       0       0.83    0.83    0.12   0         
  EDCSNJ1059203-1252351   10.988978   -12.876413   26.23    -999.0   25.091   26.279   -999.0   25.67    26.253   -999.0   25.256   0       0       0.48    0.49    0.12   0         
  EDCSNJ1059204-1254511   10.988995   -12.914198   25.189   -999.0   23.986   24.786   -999.0   23.867   24.757   -999.0   24.125   0       0       0.66    0.53    0.08   0         
  EDCSNJ1059203-1252271   10.988968   -12.874205   24.503   -999.0   23.608   24.086   -999.0   23.297   23.987   -999.0   23.425   0       0       0.95    0.11    0.13   0         
  EDCSNJ1059204-1255369   10.989013   -12.926903   26.031   -999.0   24.932   25.168   -999.0   24.308   24.416   -999.0   23.619   0       0       0.36    0.49    0.09   0         
  EDCSNJ1059203-1253523   10.988973   -12.897865   24.024   -999.0   23.095   23.853   -999.0   22.922   23.887   -999.0   23.013   0       0       0.96    0.89    0.15   0         
  EDCSNJ1059204-1255347   10.98901    -12.926297   24.446   -999.0   23.644   24.09    -999.0   23.318   23.959   -999.0   23.221   0       0       0.96    0.94    0.1    0         
  EDCSNJ1059204-1249128   10.988988   -12.820214   23.9     -999.0   23.096   23.57    -999.0   22.747   23.51    -999.0   22.641   0       0       0.96    0.06    0.0    0         
  EDCSNJ1059202-1252468   10.988952   -12.879669   25.785   -999.0   24.468   25.28    -999.0   24.047   25.229   -999.0   23.752   0       0       0.45    0.4     0.16   0         
  EDCSNJ1059203-1250574   10.988961   -12.849289   24.626   -999.0   23.577   24.322   -999.0   23.284   24.143   -999.0   23.083   0       0       0.93    0.44    0.07   0         
  EDCSNJ1059203-1250275   10.988963   -12.84097    25.908   -999.0   24.876   25.831   -999.0   24.331   25.468   -999.0   24.104   0       0       0.47    0.36    0.07   0         
  EDCSNJ1059202-1254138   10.988954   -12.90383    22.523   -999.0   21.307   22.189   -999.0   20.99    22.129   -999.0   20.942   2       2       0.97    0.14    0.19   0         
  EDCSNJ1059202-1252229   10.988936   -12.873025   25.906   -999.0   25.002   25.925   -999.0   24.671   25.958   -999.0   25.045   0       0       0.41    0.44    0.19   0         
  EDCSNJ1059202-1252026   10.988931   -12.867389   23.619   -999.0   22.652   23.0     -999.0   22.056   22.865   -999.0   21.956   0       0       0.11    0.02    0.2    0         
  EDCSNJ1059202-1251326   10.988934   -12.859044   25.059   -999.0   24.422   25.023   -999.0   24.457   24.734   -999.0   24.816   0       0       0.7     0.67    0.17   0         
  EDCSNJ1059201-1252307   10.98892    -12.875208   25.544   -999.0   25.33    25.426   -999.0   25.592   25.127   -999.0   25.328   0       0       0.69    0.54    0.23   0         
  EDCSNJ1059202-1249312   10.988944   -12.825328   24.855   -999.0   24.014   24.674   -999.0   24.295   25.136   -999.0   99.0     0       0       0.87    0.42    0.05   0         
  EDCSNJ1059201-1251583   10.988919   -12.866199   25.735   -999.0   24.682   25.501   -999.0   24.408   24.706   -999.0   24.311   0       0       0.42    0.64    0.23   0         
  EDCSNJ1059201-1253366   10.988921   -12.893513   24.988   -999.0   22.925   24.154   -999.0   22.306   23.974   -999.0   22.219   3       3       0.2     0.46    0.26   0         
  EDCSNJ1059202-1249477   10.988936   -12.829922   24.761   -999.0   23.245   23.401   -999.0   22.093   22.983   -999.0   21.822   2       2       0.11    0.0     0.09   0         
  EDCSNJ1059201-1253119   10.988916   -12.886632   24.937   -999.0   23.752   24.632   -999.0   23.727   24.653   -999.0   23.724   0       0       0.9     0.55    0.26   0         
  EDCSNJ1059201-1254083   10.988924   -12.902299   25.384   -999.0   24.025   25.09    -999.0   23.793   25.204   -999.0   23.597   3       3       0.58    0.82    0.26   0         
  EDCSNJ1059202-1254385   10.988932   -12.910686   25.529   -999.0   24.948   25.245   -999.0   24.871   25.051   -999.0   24.401   0       0       0.59    0.49    0.16   0         
  EDCSNJ1059202-1254418   10.988933   -12.911603   25.662   -999.0   24.901   25.351   -999.0   24.957   25.039   -999.0   24.648   0       0       0.62    0.4     0.14   0         
  EDCSNJ1059201-1251474   10.988914   -12.863161   26.635   -999.0   24.636   26.488   -999.0   24.566   27.563   -999.0   25.086   0       0       0.4     0.48    0.25   0         
  EDCSNJ1059201-1250311   10.988924   -12.84197    24.05    -999.0   23.247   23.674   -999.0   22.881   23.615   -999.0   22.806   0       0       0.97    0.02    0.11   0         
  EDCSNJ1059201-1252121   10.988906   -12.870016   26.438   -999.0   25.061   26.229   -999.0   24.343   26.079   -999.0   24.134   0       0       0.38    0.55    0.27   0         
  EDCSNJ1059201-1249269   10.988923   -12.824135   24.988   -999.0   24.161   24.811   -999.0   23.968   24.911   -999.0   24.415   0       0       0.76    0.29    0.0    0         
  EDCSNJ1059200-1254101   10.988901   -12.902817   23.968   -999.0   22.453   23.7     -999.0   22.219   23.6     -999.0   22.065   3       3       0.95    0.96    0.27   0         
  EDCSNJ1059200-1253346   10.98889    -12.892945   24.084   -999.0   22.593   23.834   -999.0   22.3     23.823   -999.0   22.221   3       3       0.96    0.97    0.28   0         
  EDCSNJ1059200-1254476   10.988895   -12.913234   25.712   -999.0   24.718   25.615   -999.0   24.551   26.024   -999.0   25.078   0       0       0.51    0.62    0.14   0         
  EDCSNJ1059200-1255081   10.988897   -12.918906   24.199   -999.0   22.223   23.877   -999.0   21.926   23.884   -999.0   21.924   0       0       0.97    0.08    0.14   0         
  EDCSNJ1059199-1251492   10.988869   -12.863674   26.771   -999.0   24.99    27.141   -999.0   24.889   26.625   -999.0   24.634   0       0       0.37    0.51    0.27   0         
  EDCSNJ1059201-1255588   10.988923   -12.932987   24.524   -999.0   23.454   24.22    -999.0   23.332   24.014   -999.0   23.312   0       0       0.94    0.69    0.14   0         
  EDCSNJ1059200-1250391   10.988876   -12.844203   25.901   -999.0   24.882   26.041   -999.0   24.86    26.529   -999.0   25.452   0       0       0.5     0.54    0.13   0         
  EDCSNJ1059201-1256044   10.988918   -12.934561   24.925   -999.0   24.743   24.772   -999.0   25.345   24.591   -999.0   25.305   0       0       0.74    0.51    0.14   0         
  EDCSNJ1059199-1250449   10.988864   -12.845804   25.573   -999.0   24.918   25.305   -999.0   24.569   25.023   -999.0   24.247   0       0       0.51    0.62    0.14   0         
  EDCSNJ1059199-1252520   10.988851   -12.8811     20.667   -999.0   18.93    20.096   -999.0   18.405   19.908   -999.0   18.228   0       0       0.07    0.03    0.28   0         
  EDCSNJ1059199-1254260   10.988853   -12.907209   24.846   -999.0   24.199   24.466   -999.0   23.759   24.278   -999.0   23.837   0       0       0.86    0.81    0.22   0         
  EDCSNJ1059199-1250103   10.988855   -12.836199   26.835   -999.0   23.868   27.068   -999.0   24.057   26.968   -999.0   24.164   0       0       0.44    0.93    0.14   0         
  EDCSNJ1059198-1253402   10.988839   -12.89449    25.218   -999.0   24.05    24.838   -999.0   23.789   24.552   -999.0   23.918   0       0       0.74    0.8     0.3    0         
  EDCSNJ1059200-1255440   10.988881   -12.928901   25.052   -999.0   23.987   24.8     -999.0   23.833   24.797   -999.0   24.066   3       3       0.8     0.06    0.16   0         
  EDCSNJ1059199-1255141   10.988864   -12.920593   25.907   -999.0   25.189   25.665   -999.0   24.662   25.435   -999.0   25.039   0       0       0.41    0.5     0.16   0         
  EDCSNJ1059198-1252101   10.988825   -12.869468   23.461   -999.0   21.012   22.991   -999.0   20.582   22.923   -999.0   20.482   0       0       0.34    0.04    0.29   0         
  EDCSNJ1059198-1250599   10.988832   -12.84996    24.528   -999.0   22.846   24.108   -999.0   22.37    24.033   -999.0   22.271   0       0       0.9     0.02    0.14   0         
  EDCSNJ1059198-1250279   10.988836   -12.841071   25.388   -999.0   23.893   24.612   -999.0   23.211   24.357   -999.0   23.052   0       0       0.67    0.0     0.13   0         
  EDCSNJ1059198-1249352   10.988844   -12.826439   22.93    -999.0   21.577   22.462   -999.0   21.162   22.386   -999.0   21.093   0       0       0.89    0.04    0.07   0         
  EDCSNJ1059198-1251424   10.988821   -12.861781   23.327   -999.0   21.537   22.672   -999.0   21.011   22.519   -999.0   20.909   0       0       0.05    0.03    0.29   0         
  EDCSNJ1059198-1253340   10.98882    -12.892769   25.089   -999.0   23.644   24.761   -999.0   23.372   24.812   -999.0   23.469   0       0       0.73    0.65    0.33   0         
  EDCSNJ1059198-1249302   10.988841   -12.825062   26.628   -999.0   24.837   27.218   -999.0   24.98    28.039   -999.0   26.155   0       0       0.43    0.55    0.06   0         
  EDCSNJ1059198-1251125   10.988824   -12.853483   25.46    -999.0   24.366   24.994   -999.0   23.789   24.858   -999.0   23.457   0       0       0.39    0.16    0.19   0         
  EDCSNJ1059198-1254009   10.988821   -12.900256   25.431   -999.0   24.613   24.898   -999.0   24.252   24.75    -999.0   24.448   3       3       0.56    0.66    0.33   0         
  EDCSNJ1059198-1254576   10.988838   -12.916013   25.809   -999.0   24.622   25.532   -999.0   24.488   25.605   -999.0   24.32    0       0       0.37    0.68    0.18   0         
  EDCSNJ1059199-1255504   10.988865   -12.930659   25.321   -999.0   23.218   24.719   -999.0   22.603   24.535   -999.0   22.491   0       0       0.6     0.01    0.19   0         
  EDCSNJ1059199-1255423   10.98886    -12.928418   25.465   -999.0   23.74    25.311   -999.0   23.537   24.949   -999.0   23.509   3       3       0.49    0.85    0.19   0         
  EDCSNJ1059199-1255358   10.988856   -12.926599   25.548   -999.0   24.422   24.752   -999.0   23.698   24.632   -999.0   23.451   0       0       0.63    0.37    0.19   0         
  EDCSNJ1059197-1251330   10.988815   -12.859176   26.144   -999.0   24.587   26.069   -999.0   24.792   26.407   -999.0   24.416   0       0       0.43    0.69    0.27   0         
  EDCSNJ1059197-1253437   10.988808   -12.895482   25.587   -999.0   24.421   24.983   -999.0   24.103   24.716   -999.0   23.812   0       0       0.5     0.73    0.37   0         
  EDCSNJ1059197-1251099   10.98881    -12.852748   26.61    -999.0   24.68    25.851   -999.0   24.139   25.502   -999.0   23.942   0       0       0.56    0.67    0.19   0         
  EDCSNJ1059197-1254293   10.988814   -12.908136   26.813   -999.0   25.329   27.177   -999.0   25.49    26.325   -999.0   25.222   0       0       0.37    0.47    0.27   0         
  EDCSNJ1059197-1253187   10.9888     -12.88854    25.929   -999.0   23.758   25.133   -999.0   23.376   24.95    -999.0   23.187   0       0       0.47    0.69    0.37   0         
  EDCSNJ1059197-1253591   10.988805   -12.899743   23.992   -999.0   22.974   23.625   -999.0   22.667   23.541   -999.0   22.603   2       2       0.96    0.58    0.38   0         
  EDCSNJ1059197-1249585   10.988812   -12.832912   19.037   -999.0   17.907   18.8     -999.0   17.709   18.768   -999.0   17.674   0       0       0.99    0.99    0.15   0         
  EDCSNJ1059197-1254069   10.988799   -12.90192    26.064   -999.0   23.189   25.437   -999.0   23.043   25.445   -999.0   23.052   0       0       0.45    0.97    0.38   0         
  EDCSNJ1059197-1250423   10.9888     -12.845087   25.971   -999.0   25.14    25.324   -999.0   24.601   25.133   -999.0   25.037   0       0       0.54    0.5     0.16   0         
  EDCSNJ1059197-1253458   10.988793   -12.896056   24.91    -999.0   24.288   24.553   -999.0   23.792   24.502   -999.0   23.685   0       0       0.7     0.66    0.38   0         
  EDCSNJ1059197-1250148   10.988803   -12.837442   24.457   -999.0   23.502   24.108   -999.0   23.19    24.06    -999.0   23.226   0       0       0.95    0.67    0.16   0         
  EDCSNJ1059197-1249081   10.988806   -12.818903   25.112   -999.0   24.364   24.92    -999.0   24.583   25.089   -999.0   24.777   0       0       0.64    0.72    0.0    0         
  EDCSNJ1059197-1255033   10.988804   -12.917572   25.28    -999.0   24.012   24.969   -999.0   24.016   24.987   -999.0   24.462   0       0       0.62    0.09    0.19   0         
  EDCSNJ1059197-1254344   10.988792   -12.909563   25.189   -999.0   24.442   24.585   -999.0   23.922   24.494   -999.0   23.982   0       0       0.54    0.72    0.25   0         
  EDCSNJ1059197-1255311   10.988808   -12.9253     27.026   -999.0   24.927   27.212   -999.0   24.553   27.638   -999.0   24.336   0       0       0.37    0.52    0.19   0         
  EDCSNJ1059196-1250274   10.98878    -12.840952   25.996   -999.0   23.873   25.468   -999.0   23.463   25.498   -999.0   23.339   0       0       0.36    0.38    0.19   0         
  EDCSNJ1059197-1255354   10.988802   -12.926501   24.873   -999.0   23.735   24.328   -999.0   23.133   23.916   -999.0   22.858   0       0       0.86    0.17    0.21   0         
  EDCSNJ1059197-1255582   10.988813   -12.932827   25.56    -999.0   23.558   25.301   -999.0   23.303   25.262   -999.0   23.308   0       0       0.5     0.17    0.2    0         
  EDCSNJ1059194-1253192   10.988736   -12.888653   25.484   -999.0   24.378   24.947   -999.0   23.831   24.743   -999.0   23.797   0       0       0.64    0.65    0.42   0         
  EDCSNJ1059194-1251453   10.988732   -12.862589   25.381   -999.0   24.935   25.294   -999.0   24.964   25.241   -999.0   25.324   0       0       0.51    0.5     0.39   0         
  EDCSNJ1059194-1252042   10.988722   -12.867825   23.767   -999.0   23.004   23.526   -999.0   22.753   23.446   -999.0   22.759   2       2       0.97    0.47    0.43   0         
  EDCSNJ1059196-1255351   10.988764   -12.926418   25.529   -999.0   24.943   25.099   -999.0   24.889   25.023   -999.0   24.48    1       1       0.49    0.59    0.22   0         
  EDCSNJ1059194-1252116   10.98871    -12.869881   24.476   -999.0   23.387   24.117   -999.0   23.108   24.042   -999.0   23.005   0       0       0.89    0.04    0.44   0         
  EDCSNJ1059194-1252137   10.988709   -12.870472   25.507   -999.0   24.89    25.021   -999.0   24.983   24.976   -999.0   25.652   0       0       0.59    0.52    0.43   0         
  EDCSNJ1059193-1252186   10.988707   -12.87182    24.37    -999.0   22.992   24.028   -999.0   22.645   23.92    -999.0   22.573   0       0       0.84    0.02    0.43   0         
  EDCSNJ1059194-1254014   10.988713   -12.900383   25.074   -999.0   23.141   24.586   -999.0   22.768   24.645   -999.0   22.682   0       0       0.74    0.15    0.44   0         
  EDCSNJ1059193-1253366   10.988708   -12.893507   25.541   -999.0   24.307   25.025   -999.0   23.931   25.157   -999.0   23.889   0       0       0.45    0.09    0.44   0         
  EDCSNJ1059194-1249427   10.988724   -12.828536   22.172   -999.0   19.225   21.941   -999.0   19.006   21.856   -999.0   18.932   3       3       0.98    0.86    0.14   0         
  EDCSNJ1059193-1253144   10.988695   -12.887322   26.482   -999.0   25.051   26.812   -999.0   25.398   27.577   -999.0   27.413   0       0       0.41    0.45    0.45   0         
  EDCSNJ1059193-1253058   10.988691   -12.884933   25.317   -999.0   24.234   24.826   -999.0   24.381   24.803   -999.0   25.804   0       0       0.58    0.13    0.45   0         
  EDCSNJ1059193-1252471   10.988691   -12.879747   25.409   -999.0   23.976   24.801   -999.0   23.319   24.399   -999.0   22.869   0       0       0.63    0.04    0.44   0         
  EDCSNJ1059193-1250252   10.988704   -12.840339   25.28    -999.0   24.228   25.084   -999.0   23.873   25.125   -999.0   23.856   0       0       0.64    0.77    0.22   0         
  EDCSNJ1059193-1252038   10.98869    -12.867724   24.955   -999.0   23.968   24.718   -999.0   23.728   24.426   -999.0   23.517   3       3       0.78    0.66    0.44   0         
  EDCSNJ1059195-1256040   10.988745   -12.934446   25.847   -999.0   23.192   25.571   -999.0   23.12    25.538   -999.0   23.194   0       0       0.44    0.73    0.24   0         
  EDCSNJ1059195-1255574   10.988739   -12.932616   26.527   -999.0   24.733   26.962   -999.0   25.366   27.092   -999.0   26.676   0       0       0.41    0.5     0.26   0         
  EDCSNJ1059192-1252377   10.98868    -12.877144   25.811   -999.0   24.954   25.659   -999.0   24.66    25.347   -999.0   24.346   0       0       0.56    0.36    0.45   0         
  EDCSNJ1059192-1253224   10.988675   -12.889561   24.995   -999.0   24.316   24.681   -999.0   24.206   24.595   -999.0   24.083   0       0       0.74    0.68    0.47   0         
  EDCSNJ1059193-1254188   10.988685   -12.90521    26.991   -999.0   25.105   27.033   -999.0   24.975   26.257   -999.0   26.031   0       0       0.4     0.5     0.44   0         
  EDCSNJ1059192-1253362   10.988676   -12.893387   26.245   -999.0   24.731   25.709   -999.0   24.177   25.4     -999.0   24.313   0       0       0.43    0.37    0.47   0         
  EDCSNJ1059192-1254126   10.988669   -12.903507   24.687   -999.0   23.721   24.519   -999.0   23.745   24.538   -999.0   23.614   0       0       0.93    0.94    0.47   0         
  EDCSNJ1059192-1254344   10.988673   -12.909564   27.363   -999.0   24.961   27.313   -999.0   24.577   26.683   -999.0   24.661   0       0       0.36    0.51    0.34   0         
  EDCSNJ1059193-1255335   10.988695   -12.925984   23.491   -999.0   22.232   23.225   -999.0   21.973   23.137   -999.0   21.974   0       0       0.98    0.05    0.27   0         
  EDCSNJ1059191-1252476   10.988649   -12.879888   24.935   -999.0   24.184   24.332   -999.0   23.839   24.388   -999.0   23.74    0       0       0.5     0.17    0.52   0         
  EDCSNJ1059192-1250501   10.988659   -12.847251   22.822   -999.0   21.076   22.107   -999.0   20.436   21.951   -999.0   20.301   2       2       0.03    0.03    0.23   0         
  EDCSNJ1059191-1253272   10.98865    -12.890901   27.052   -999.0   23.972   28.818   -999.0   23.642   99.0     -999.0   23.431   0       0       0.37    0.77    0.52   0         
  EDCSNJ1059193-1256016   10.9887     -12.933767   25.661   -999.0   24.132   25.471   -999.0   24.018   25.152   -999.0   24.235   0       0       0.53    0.73    0.25   0         
  EDCSNJ1059192-1249214   10.988659   -12.822615   23.316   -999.0   21.263   22.617   -999.0   20.579   22.546   -999.0   20.426   3       3       0.27    0.03    0.07   0         
  EDCSNJ1059191-1249596   10.988651   -12.833232   21.262   -999.0   19.406   21.057   -999.0   19.22    21.027   -999.0   19.188   0       0       0.98    0.98    0.26   1         
  EDCSNJ1059191-1253430   10.988633   -12.895285   25.909   -999.0   24.267   25.843   -999.0   24.016   25.767   -999.0   24.163   0       0       0.45    0.23    0.53   0         
  EDCSNJ1059191-1251134   10.988634   -12.853729   25.536   -999.0   24.144   25.243   -999.0   24.169   25.128   -999.0   24.174   0       0       0.7     0.16    0.35   0         
  EDCSNJ1059191-1251367   10.988629   -12.860182   21.883   21.096   19.662   21.658   20.872   19.472   21.622   20.836   19.437   0       0       0.98    0.98    0.5    1         
  EDCSNJ1059191-1250257   10.98864    -12.840461   25.248   -999.0   24.584   25.155   -999.0   24.535   25.091   -999.0   24.821   0       0       0.68    0.73    0.27   0         
  EDCSNJ1059190-1252559   10.988618   -12.882208   26.151   -999.0   23.791   26.67    -999.0   23.765   26.406   -999.0   24.233   0       0       0.4     0.91    0.54   0         
  EDCSNJ1059191-1250368   10.988629   -12.843558   26.541   -999.0   25.138   27.323   -999.0   25.501   99.0     -999.0   24.609   0       0       0.42    0.46    0.27   0         
  EDCSNJ1059190-1251283   10.988619   -12.85785    24.526   -999.0   23.683   24.04    -999.0   23.401   23.985   -999.0   23.386   0       0       0.92    0.89    0.46   0         
  EDCSNJ1059191-1255238   10.988649   -12.923275   24.031   -999.0   22.835   23.557   -999.0   22.355   23.51    -999.0   22.315   0       0       0.04    0.02    0.28   0         
  EDCSNJ1059190-1252264   10.98861    -12.874001   23.241   -999.0   22.469   22.971   -999.0   22.262   22.875   -999.0   22.215   0       0       0.98    0.98    0.54   0         
  EDCSNJ1059190-1252361   10.988603   -12.876707   25.116   -999.0   24.27    24.658   -999.0   23.738   24.348   -999.0   23.676   0       0       0.56    0.57    0.55   0         
  EDCSNJ1059191-1255301   10.988634   -12.925023   23.358   -999.0   22.072   23.114   -999.0   21.841   23.08    -999.0   21.806   0       0       0.98    0.57    0.31   0         
